Molecule,Parsed,Link,Result Type
AXITINIB,AXITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/6450551,FEATURED
AZACITIDINE,AZACITIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/9444,FEATURED
AZADIRACHTA_INDICA,AZADIRACHTA INDICA,https://pubchem.ncbi.nlm.nih.gov/compound/12313376,RELEVANT
AZATADINE,AZATADINE,https://pubchem.ncbi.nlm.nih.gov/compound/19861,FEATURED
AZATHIOPRINE,AZATHIOPRINE,https://pubchem.ncbi.nlm.nih.gov/compound/2265,FEATURED
AZELAIC_ACID,AZELAIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/2266,FEATURED
AZELASTINE,AZELASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/2267,FEATURED
AZILSARTAN_MEDOXOMIL,AZILSARTAN MEDOXOMIL,https://pubchem.ncbi.nlm.nih.gov/compound/135409642,FEATURED
AZITHROMYCIN,AZITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/447043,FEATURED
AZTREONAM,AZTREONAM,https://pubchem.ncbi.nlm.nih.gov/compound/5742832,FEATURED
B>-SITOSTEROL,B>-SITOSTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/222284,RELEVANT
BABY_CREAMS,BABY CREAMS,https://pubmed.ncbi.nlm.nih.gov/17309372,RELEVANT
BABY_LOTION,BABY LOTION,https://pubchem.ncbi.nlm.nih.gov/compound/702,RELEVANT
BABY_POWDER_(TALC),BABY POWDER (TALC),https://pubmed.ncbi.nlm.nih.gov/860156,RELEVANT
BABY_SHAMPOOS,BABY SHAMPOOS,https://pubchem.ncbi.nlm.nih.gov/compound/5362487,RELEVANT
BABY_SOAPS,BABY SOAPS,https://pubmed.ncbi.nlm.nih.gov/20487658,RELEVANT
BACILLUS_COAGULANS,BACILLUS COAGULANS,https://pubchem.ncbi.nlm.nih.gov/compound/Bacillus%20coagulans,FEATURED
BACITRACIN,BACITRACIN,https://pubchem.ncbi.nlm.nih.gov/compound/Bacitracin,FEATURED
BACLOFEN,BACLOFEN,https://pubchem.ncbi.nlm.nih.gov/compound/2284,FEATURED
BACOPA_MONIERI,BACOPA MONIERI,https://pubmed.ncbi.nlm.nih.gov/29142420,RELEVANT
BALOXAVIR_MARBOXIL,BALOXAVIR MARBOXIL,https://pubchem.ncbi.nlm.nih.gov/compound/124081896,FEATURED
BALSALAZIDE,BALSALAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Balsalazide,FEATURED
BAMBUSA,BAMBUSA,https://pubchem.ncbi.nlm.nih.gov/substance/482040735,RELEVANT
BANDAGES,BANDAGES,https://pubchem.ncbi.nlm.nih.gov/bioassay/370922,RELEVANT
BARBITAL,BARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/2294,FEATURED
BARICITINIB,BARICITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/44205240,FEATURED
BARIUM,BARIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5355457,FEATURED
BAROSMA_BETULINA,BAROSMA BETULINA,https://pubchem.ncbi.nlm.nih.gov/substance/482043156,RELEVANT
BASILIXIMAB,BASILIXIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Basiliximab,FEATURED
BATH_OIL,BATH OIL,https://pubchem.ncbi.nlm.nih.gov/substance/482028861,RELEVANT
BAZEDOXIFENE,BAZEDOXIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/154257,FEATURED
BECAPLERMIN,BECAPLERMIN,https://pubchem.ncbi.nlm.nih.gov/compound/Becaplermin,FEATURED
BECLOMETASONE,BECLOMETASONE,https://pubchem.ncbi.nlm.nih.gov/compound/20469,FEATURED
BEDAQUILINE,BEDAQUILINE,https://pubchem.ncbi.nlm.nih.gov/compound/5388906,FEATURED
BELATACEPT,BELATACEPT,https://pubchem.ncbi.nlm.nih.gov/compound/Belatacept,FEATURED
BELIMUMAB,BELIMUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Belimumab,FEATURED
BELINOSTAT,BELINOSTAT,https://pubchem.ncbi.nlm.nih.gov/compound/6918638,FEATURED
BELLIS,BELLIS,https://pubchem.ncbi.nlm.nih.gov/substance/482040247,RELEVANT
BENAZEPRIL,BENAZEPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/5362124,FEATURED
BENDAMUSTINE,BENDAMUSTINE,https://pubchem.ncbi.nlm.nih.gov/compound/65628,FEATURED
BENDROFLUMETHIAZIDE,BENDROFLUMETHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2315,FEATURED
BENRALIZUMAB,BENRALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Benralizumab,FEATURED
BENTONITE,BENTONITE,https://pubchem.ncbi.nlm.nih.gov/compound/517273,FEATURED
BENTOQUATAM,BENTOQUATAM,https://pubchem.ncbi.nlm.nih.gov/compound/Bentoquatam,FEATURED
BENZALKONIUM_CHLORIDE,BENZALKONIUM CHLORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/244,RELEVANT
BENZATROPINE,BENZATROPINE,https://pubchem.ncbi.nlm.nih.gov/compound/Benztropine,FEATURED
BENZETHONIUM_CHLORIDE,BENZETHONIUM CHLORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/8478,FEATURED
BENZOCAINE,BENZOCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/2337,FEATURED
BENZOIC_ACID,BENZOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/243,FEATURED
BENZONATATE,BENZONATATE,https://pubchem.ncbi.nlm.nih.gov/compound/7699,FEATURED
BENZOPHENONE,BENZOPHENONE,https://pubchem.ncbi.nlm.nih.gov/compound/3102,FEATURED
BENZOXIQUINE,BENZOXIQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/6855,FEATURED
BENZOYL_PEROXIDE,BENZOYL PEROXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/7187,FEATURED
BENZPHETAMINE,BENZPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/5311017,FEATURED
BENZYL_ALCOHOL,BENZYL ALCOHOL,https://pubchem.ncbi.nlm.nih.gov/compound/244,FEATURED
BENZYL_BENZOATE,BENZYL BENZOATE,https://pubchem.ncbi.nlm.nih.gov/compound/2345,FEATURED
BEPOTASTINE,BEPOTASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/164522,FEATURED
BEPRIDIL,BEPRIDIL,https://pubchem.ncbi.nlm.nih.gov/compound/2351,FEATURED
BERACTANT,BERACTANT,https://pubchem.ncbi.nlm.nih.gov/compound/Beractant,FEATURED
BERBERIS_VULGARIS,BERBERIS VULGARIS,https://pubchem.ncbi.nlm.nih.gov/compound/Berberis%20Vulgaris%20Root%20Bark,FEATURED
BESIFLOXACIN,BESIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/10178705,FEATURED
BETACAROTENE,BETACAROTENE,https://pubchem.ncbi.nlm.nih.gov/compound/5280489,FEATURED
BETAHISTINE,BETAHISTINE,https://pubchem.ncbi.nlm.nih.gov/compound/2366,FEATURED
BETAINE,BETAINE,https://pubchem.ncbi.nlm.nih.gov/compound/247,FEATURED
BETAMETHASONE,BETAMETHASONE,https://pubchem.ncbi.nlm.nih.gov/compound/9782,FEATURED
BETAXOLOL,BETAXOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/2369,FEATURED
BETA_VULGARIS,BETA VULGARIS,https://pubchem.ncbi.nlm.nih.gov/substance/482039857,RELEVANT
BETHANECHOL,BETHANECHOL,https://pubchem.ncbi.nlm.nih.gov/compound/2370,FEATURED
BETRIXABAN,BETRIXABAN,https://pubchem.ncbi.nlm.nih.gov/compound/10275777,FEATURED
BEVACIZUMAB,BEVACIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Bevacizumab,FEATURED
BEXAROTENE,BEXAROTENE,https://pubchem.ncbi.nlm.nih.gov/compound/82146,FEATURED
BEZLOTOXUMAB,BEZLOTOXUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Bezlotoxumab,FEATURED
BICALUTAMIDE,BICALUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2375,FEATURED
BICTEGRAVIR,BICTEGRAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/90311989,FEATURED
BIFIDOBACTERIUM_ANIMALIS,BIFIDOBACTERIUM ANIMALIS,https://pubchem.ncbi.nlm.nih.gov/substance/483924827,RELEVANT
BIFIDOBACTERIUM_BIFIDUS,BIFIDOBACTERIUM BIFIDUS,https://pubchem.ncbi.nlm.nih.gov/substance/482040398,RELEVANT
BIFIDOBACTERIUM_BREVE,BIFIDOBACTERIUM BREVE,https://pubchem.ncbi.nlm.nih.gov/compound/Bifidobacterium%20breve,FEATURED
BIFIDOBACTERIUM_INFANTIS,BIFIDOBACTERIUM INFANTIS,https://pubchem.ncbi.nlm.nih.gov/substance/441072910,RELEVANT
BIFIDOBACTERIUM_LONGUM,BIFIDOBACTERIUM LONGUM,https://pubchem.ncbi.nlm.nih.gov/compound/Bifidobacterium%20longum,FEATURED
BILE,BILE,https://pubchem.ncbi.nlm.nih.gov/source/25168,FEATURED
BILIARY_ACIDS,BILIARY ACIDS,https://pubchem.ncbi.nlm.nih.gov/bioassay/20700,RELEVANT
BILIRUBIN_TESTS,BILIRUBIN TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/1405986,RELEVANT
BIMATOPROST,BIMATOPROST,https://pubchem.ncbi.nlm.nih.gov/compound/5311027,FEATURED
BINIMETINIB,BINIMETINIB,https://pubchem.ncbi.nlm.nih.gov/compound/10288191,FEATURED
BIOFLAVONOIDS,BIOFLAVONOIDS,https://pubchem.ncbi.nlm.nih.gov/compound/5280805,RELEVANT
BIOTIN,BIOTIN,https://pubchem.ncbi.nlm.nih.gov/compound/171548,FEATURED
BIPERIDEN,BIPERIDEN,https://pubchem.ncbi.nlm.nih.gov/compound/2381,FEATURED
BISACODYL,BISACODYL,https://pubchem.ncbi.nlm.nih.gov/compound/2391,FEATURED
BISMUTH,BISMUTH,https://pubchem.ncbi.nlm.nih.gov/compound/5359367,FEATURED
BISOPROLOL,BISOPROLOL,https://pubchem.ncbi.nlm.nih.gov/compound/2405,FEATURED
BITOLTEROL,BITOLTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/35330,FEATURED
BIVALIRUDIN,BIVALIRUDIN,https://pubchem.ncbi.nlm.nih.gov/compound/16129704,FEATURED
BLEOMYCIN,BLEOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/5360373,FEATURED
BLINATUMOMAB,BLINATUMOMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Blinatumomab,FEATURED
BLOOD_COAGULATION_TEST,BLOOD COAGULATION TEST,https://pubchem.ncbi.nlm.nih.gov/bioassay/1796645,RELEVANT
BLOOD_PLASMA,BLOOD PLASMA,https://pubchem.ncbi.nlm.nih.gov/compound/Human%20plasma,FEATURED
BOCEPREVIR,BOCEPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/10324367,FEATURED
BORAGO_OFFICINALIS,BORAGO OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/substance/482039606,RELEVANT
BORIC_ACID,BORIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/7628,FEATURED
BORON,BORON,https://pubchem.ncbi.nlm.nih.gov/source/23697,FEATURED
BORTEZOMIB,BORTEZOMIB,https://pubchem.ncbi.nlm.nih.gov/compound/387447,FEATURED
BOSENTAN,BOSENTAN,https://pubchem.ncbi.nlm.nih.gov/compound/104865,FEATURED
BOSUTINIB,BOSUTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/5328940,FEATURED
BOSWELLIA_SERRATIA,BOSWELLIA SERRATIA,https://pubmed.ncbi.nlm.nih.gov/31363397,RELEVANT
BRAN,BRAN,https://pubchem.ncbi.nlm.nih.gov/source/24386,FEATURED
BRASSICA_CAMPESTRIS,BRASSICA CAMPESTRIS,https://pubchem.ncbi.nlm.nih.gov/compound/Brassica%20rapa%20Pollen,FEATURED
BRASSICA_NAPUS,BRASSICA NAPUS,https://pubchem.ncbi.nlm.nih.gov/compound/100917761,RELEVANT
BRASSICA_NIGRA,BRASSICA NIGRA,https://pubchem.ncbi.nlm.nih.gov/substance/482039098,RELEVANT
BREATH_FRESHNERS,BREATH FRESHNERS,N/A,Not Found
BRENTUXIMAB_VEDOTIN,BRENTUXIMAB VEDOTIN,https://pubchem.ncbi.nlm.nih.gov/compound/Brentuximab%20Vedotin,FEATURED
BRETYLIUM,BRETYLIUM,https://pubchem.ncbi.nlm.nih.gov/compound/2431,FEATURED
BREXPIPRAZOLE,BREXPIPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/11978813,FEATURED
BRIGATINIB,BRIGATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/68165256,FEATURED
BRILLIANT_GREEN,BRILLIANT GREEN,https://pubchem.ncbi.nlm.nih.gov/compound/12449,FEATURED
BRIMONIDINE,BRIMONIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2435,FEATURED
BRINZOLAMIDE,BRINZOLAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/68844,FEATURED
BRIVARACETAM,BRIVARACETAM,https://pubchem.ncbi.nlm.nih.gov/compound/9837243,FEATURED
BRODALUMAB,BRODALUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Brodalumab,FEATURED
BROMAZINE,BROMAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2444,FEATURED
BROMELAINS,BROMELAINS,https://pubchem.ncbi.nlm.nih.gov/substance/447277102,RELEVANT
BROMFENAC,BROMFENAC,https://pubchem.ncbi.nlm.nih.gov/compound/60726,FEATURED
BROMINE,BROMINE,https://pubchem.ncbi.nlm.nih.gov/compound/24408,FEATURED
BROMOCRIPTINE,BROMOCRIPTINE,https://pubchem.ncbi.nlm.nih.gov/compound/31101,FEATURED
BROMPHENIRAMINE,BROMPHENIRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/6834,FEATURED
BRONOPOL,BRONOPOL,https://pubchem.ncbi.nlm.nih.gov/compound/2450,FEATURED
BRYONIA_ALBA,BRYONIA ALBA,https://pubchem.ncbi.nlm.nih.gov/substance/483927802,RELEVANT
BUDESONIDE,BUDESONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5281004,FEATURED
BUMETANIDE,BUMETANIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2471,FEATURED
BUPIVACAINE,BUPIVACAINE,https://pubchem.ncbi.nlm.nih.gov/compound/2474,FEATURED
BUPRENORPHINE,BUPRENORPHINE,https://pubchem.ncbi.nlm.nih.gov/compound/644073,FEATURED
BUPROPION,BUPROPION,https://pubchem.ncbi.nlm.nih.gov/compound/444,FEATURED
BUROSUMAB,BUROSUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Burosumab,FEATURED
BUSPIRONE,BUSPIRONE,https://pubchem.ncbi.nlm.nih.gov/compound/2477,FEATURED
BUSULFAN,BUSULFAN,https://pubchem.ncbi.nlm.nih.gov/compound/2478,FEATURED
BUTALAMINE,BUTALAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/30949,FEATURED
BUTALBITAL,BUTALBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/2481,FEATURED
BUTENAFINE,BUTENAFINE,https://pubchem.ncbi.nlm.nih.gov/compound/2484,FEATURED
BUTOCONAZOLE,BUTOCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/47472,FEATURED
BUTORPHANOL,BUTORPHANOL,https://pubchem.ncbi.nlm.nih.gov/compound/5361092,FEATURED
BUTYLATED_HYDROXYANISOLE,BUTYLATED HYDROXYANISOLE,https://pubchem.ncbi.nlm.nih.gov/compound/8456,RELEVANT
BUTYLCAINE,BUTYLCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/2482,FEATURED
BUTYLHYDROXYTOLUOL,BUTYLHYDROXYTOLUOL,https://pubmed.ncbi.nlm.nih.gov/3125696,RELEVANT
BUTYLPARABEN,BUTYLPARABEN,https://pubchem.ncbi.nlm.nih.gov/compound/7184,FEATURED
BUTYROSPERMUM_PARKII,BUTYROSPERMUM PARKII,https://pubchem.ncbi.nlm.nih.gov/compound/Vitellaria%20paradoxa%20whole,FEATURED
C1_INHIBITOR_(HUMAN),C1 INHIBITOR (HUMAN),https://pubchem.ncbi.nlm.nih.gov/compound/Human%20C1-Esterase%20Inhibitor,FEATURED
CABAZITAXEL,CABAZITAXEL,https://pubchem.ncbi.nlm.nih.gov/compound/9854073,FEATURED
CABERGOLINE,CABERGOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/54746,FEATURED
CABOZANTINIB,CABOZANTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/25102847,FEATURED
CACAO_BUTTER,CACAO BUTTER,https://pubchem.ncbi.nlm.nih.gov/substance/481180537,RELEVANT
CADEXOMER_IODINE,CADEXOMER IODINE,https://pubchem.ncbi.nlm.nih.gov/substance/135298353,RELEVANT
CADE_OIL,CADE OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Juniper%20Tar,FEATURED
CAFFEINE,CAFFEINE,https://pubchem.ncbi.nlm.nih.gov/compound/2519,FEATURED
CAJUPUT,CAJUPUT,https://pubchem.ncbi.nlm.nih.gov/substance/483934535,RELEVANT
CALAMINE,CALAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/23083748,FEATURED
CALASPARGASE_PEGOL,CALASPARGASE PEGOL,https://pubchem.ncbi.nlm.nih.gov/substance/481101553,RELEVANT
CALCIFEDIOL,CALCIFEDIOL,https://pubchem.ncbi.nlm.nih.gov/compound/5283731,FEATURED
CALCIPOTRIOL,CALCIPOTRIOL,https://pubchem.ncbi.nlm.nih.gov/compound/5288783,FEATURED
CALCITONIN_(SALMON),CALCITONIN (SALMON),https://pubchem.ncbi.nlm.nih.gov/compound/16220016,RELEVANT
CALCITRIOL,CALCITRIOL,https://pubchem.ncbi.nlm.nih.gov/compound/5280453,FEATURED
CALCIUM,CALCIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5460341,FEATURED
CALCIUM_FOLINATE,CALCIUM FOLINATE,https://pubchem.ncbi.nlm.nih.gov/compound/135403647,FEATURED
CALCIUM_LEVOFOLINATE,CALCIUM LEVOFOLINATE,https://pubchem.ncbi.nlm.nih.gov/compound/135500522,FEATURED
CALCIUM_MEFOLINATE,CALCIUM MEFOLINATE,https://pubchem.ncbi.nlm.nih.gov/compound/135742689,FEATURED
CALENDULA_OFFICINALIS,CALENDULA OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/substance/483924236,RELEVANT
CALFACTANT,CALFACTANT,https://pubchem.ncbi.nlm.nih.gov/compound/Calfactant,FEATURED
CAMELLIA_SINENSIS,CAMELLIA SINENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482038428,RELEVANT
CAMPESTEROL,CAMPESTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/173183,FEATURED
CAMPHOR,CAMPHOR,https://pubchem.ncbi.nlm.nih.gov/compound/2537,FEATURED
CANAGLIFLOZIN,CANAGLIFLOZIN,https://pubchem.ncbi.nlm.nih.gov/compound/24812758,FEATURED
CANAKINUMAB,CANAKINUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Canakinumab,FEATURED
CANDESARTAN_CILEXETIL,CANDESARTAN CILEXETIL,https://pubchem.ncbi.nlm.nih.gov/compound/2540,FEATURED
CANDIDA_ALBICANS,CANDIDA ALBICANS,https://pubchem.ncbi.nlm.nih.gov/compound/Candida%20Albicans,FEATURED
CANDIDA_TESTS,CANDIDA TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/368251,RELEVANT
CANGRELOR,CANGRELOR,https://pubchem.ncbi.nlm.nih.gov/compound/9854012,FEATURED
CANNABIDIOL,CANNABIDIOL,https://pubchem.ncbi.nlm.nih.gov/compound/644019,FEATURED
CANTHARIDES,CANTHARIDES,https://pubchem.ncbi.nlm.nih.gov/compound/5944,RELEVANT
CANTHARIDIN,CANTHARIDIN,https://pubchem.ncbi.nlm.nih.gov/compound/5944,FEATURED
CAPECITABINE,CAPECITABINE,https://pubchem.ncbi.nlm.nih.gov/compound/60953,FEATURED
CAPLACIZUMAB,CAPLACIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Caplacizumab,FEATURED
CAPREOMYCIN,CAPREOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/3000502,FEATURED
CAPROMAB,CAPROMAB,https://pubchem.ncbi.nlm.nih.gov/compound/135509147,RELEVANT
CAPSAICIN,CAPSAICIN,https://pubchem.ncbi.nlm.nih.gov/compound/1548943,FEATURED
CAPSICUM,CAPSICUM,https://pubchem.ncbi.nlm.nih.gov/compound/Capsicum,FEATURED
CAPSICUM_OLEORESIN,CAPSICUM OLEORESIN,https://pubchem.ncbi.nlm.nih.gov/compound/Capsicum%20Oleoresin,FEATURED
CAPTOPRIL,CAPTOPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/44093,FEATURED
CARALLUMA_FIMBRIATA,CARALLUMA FIMBRIATA,https://pubchem.ncbi.nlm.nih.gov/substance/482038648,RELEVANT
CARAMIPHEN,CARAMIPHEN,https://pubchem.ncbi.nlm.nih.gov/compound/6472,FEATURED
CARAPA_GUIANENSIS,CARAPA GUIANENSIS,https://pubchem.ncbi.nlm.nih.gov/compound/Carapa%20guianensis%20whole,FEATURED
CARBACHOL,CARBACHOL,https://pubchem.ncbi.nlm.nih.gov/compound/5831,FEATURED
CARBAMAZEPINE,CARBAMAZEPINE,https://pubchem.ncbi.nlm.nih.gov/compound/2554,FEATURED
CARBENICILLIN,CARBENICILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/20824,FEATURED
CARBIDOPA,CARBIDOPA,https://pubchem.ncbi.nlm.nih.gov/compound/34359,FEATURED
CARBINOXAMINE,CARBINOXAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2564,FEATURED
CARBITOL,CARBITOL,https://pubchem.ncbi.nlm.nih.gov/compound/8146,FEATURED
CARBOCISTEINE,CARBOCISTEINE,https://pubchem.ncbi.nlm.nih.gov/compound/193653,FEATURED
CARBOHYDRATES,CARBOHYDRATES,https://pubchem.ncbi.nlm.nih.gov/compound/2723872,RELEVANT
CARBOMER,CARBOMER,https://pubchem.ncbi.nlm.nih.gov/compound/120393,FEATURED
CARBONIC_ACID,CARBONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/767,FEATURED
CARBONYL_IRON,CARBONYL IRON,https://pubchem.ncbi.nlm.nih.gov/compound/414976,FEATURED
CARBOPLATIN,CARBOPLATIN,https://pubchem.ncbi.nlm.nih.gov/compound/426756,FEATURED
CARBOPROST,CARBOPROST,https://pubchem.ncbi.nlm.nih.gov/compound/5281075,FEATURED
CARDIOSPERMUM,CARDIOSPERMUM,https://pubchem.ncbi.nlm.nih.gov/substance/483931051,RELEVANT
CARFILZOMIB,CARFILZOMIB,https://pubchem.ncbi.nlm.nih.gov/compound/11556711,FEATURED
CARGLUMIC_ACID,CARGLUMIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/121396,FEATURED
CARICA_PAPAYA,CARICA PAPAYA,https://pubchem.ncbi.nlm.nih.gov/compound/5249653,RELEVANT
CARINDACILLIN,CARINDACILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/93184,FEATURED
CARIPRAZINE,CARIPRAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/Cariprazine,FEATURED
CARISOPRODOL,CARISOPRODOL,https://pubchem.ncbi.nlm.nih.gov/compound/2576,FEATURED
CARMELLOSE,CARMELLOSE,https://pubchem.ncbi.nlm.nih.gov/compound/24748,FEATURED
CARMUSTINE,CARMUSTINE,https://pubchem.ncbi.nlm.nih.gov/compound/2578,FEATURED
CARNAUBA_WAX,CARNAUBA WAX,https://pubchem.ncbi.nlm.nih.gov/compound/Carnauba%20Wax,FEATURED
CARNOSINE,CARNOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/439224,FEATURED
CAROTEN,CAROTEN,https://pubchem.ncbi.nlm.nih.gov/compound/5280489,RELEVANT
CAROTENOIDS_(UNSPECIFIED),CAROTENOIDS (UNSPECIFIED),https://pubchem.ncbi.nlm.nih.gov/compound/445354,RELEVANT
CARTEOLOL,CARTEOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/2583,FEATURED
CARTHAMUS_TINCTORIUS,CARTHAMUS TINCTORIUS,https://pubchem.ncbi.nlm.nih.gov/substance/483935041,RELEVANT
CARUM_PETROSELINUM,CARUM PETROSELINUM,https://pubchem.ncbi.nlm.nih.gov/substance/482025350,RELEVANT
CARVEDILOL,CARVEDILOL,https://pubchem.ncbi.nlm.nih.gov/compound/2585,FEATURED
CASANTHRANOL,CASANTHRANOL,https://pubchem.ncbi.nlm.nih.gov/compound/Casanthranol,FEATURED
CASEIN,CASEIN,https://pubchem.ncbi.nlm.nih.gov/compound/Casein,FEATURED
CASPOFUNGIN,CASPOFUNGIN,https://pubchem.ncbi.nlm.nih.gov/compound/16119814,FEATURED
CASTOR_FIBER,CASTOR FIBER,https://pubchem.ncbi.nlm.nih.gov/substance/482037988,RELEVANT
CATHETERS,CATHETERS,https://pubchem.ncbi.nlm.nih.gov/bioassay/546731,RELEVANT
CATRIDECACOG,CATRIDECACOG,https://pubchem.ncbi.nlm.nih.gov/compound/Catridecacog,FEATURED
CEDAR_WOOD_OIL,CEDAR WOOD OIL,https://pubchem.ncbi.nlm.nih.gov/substance/482028917,RELEVANT
CEDRUS_ATLANTICA,CEDRUS ATLANTICA,https://pubchem.ncbi.nlm.nih.gov/compound/Cedrus%20atlantica%20whole,FEATURED
CEFACLOR,CEFACLOR,https://pubchem.ncbi.nlm.nih.gov/compound/51039,FEATURED
CEFADROXIL,CEFADROXIL,https://pubchem.ncbi.nlm.nih.gov/compound/47965,FEATURED
CEFALEXIN,CEFALEXIN,https://pubchem.ncbi.nlm.nih.gov/compound/27447,FEATURED
CEFAMANDOLE,CEFAMANDOLE,https://pubchem.ncbi.nlm.nih.gov/compound/456255,FEATURED
CEFAPIRIN,CEFAPIRIN,https://pubchem.ncbi.nlm.nih.gov/compound/30699,FEATURED
CEFAZOLIN,CEFAZOLIN,https://pubchem.ncbi.nlm.nih.gov/compound/33255,FEATURED
CEFDINIR,CEFDINIR,https://pubchem.ncbi.nlm.nih.gov/compound/6915944,FEATURED
CEFDITOREN_PIVOXIL,CEFDITOREN PIVOXIL,https://pubchem.ncbi.nlm.nih.gov/compound/6437877,FEATURED
CEFEPIME,CEFEPIME,https://pubchem.ncbi.nlm.nih.gov/compound/5479537,FEATURED
CEFIXIME,CEFIXIME,https://pubchem.ncbi.nlm.nih.gov/compound/5362065,FEATURED
CEFMETAZOLE,CEFMETAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/42008,FEATURED
CEFONICID,CEFONICID,https://pubchem.ncbi.nlm.nih.gov/compound/43594,FEATURED
CEFOPERAZONE,CEFOPERAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/44187,FEATURED
CEFOTAXIME,CEFOTAXIME,https://pubchem.ncbi.nlm.nih.gov/compound/5742673,FEATURED
CEFOTETAN,CEFOTETAN,https://pubchem.ncbi.nlm.nih.gov/compound/Cefotetan,FEATURED
CEFOXITIN,CEFOXITIN,https://pubchem.ncbi.nlm.nih.gov/compound/441199,FEATURED
CEFPODOXIME_PROXETIL,CEFPODOXIME PROXETIL,https://pubchem.ncbi.nlm.nih.gov/compound/6526396,FEATURED
CEFPROZIL,CEFPROZIL,https://pubchem.ncbi.nlm.nih.gov/compound/5281006,FEATURED
CEFRADINE,CEFRADINE,https://pubchem.ncbi.nlm.nih.gov/compound/38103,FEATURED
