Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS
COMPOSITION_UNKNOWN,GALLIUM,https://pubchem.ncbi.nlm.nih.gov/compound/944,19171-19-8,"443912-23-0, 443919-33-3, 443919-33-3, 443912-23-0"
CONDOMS,GALPHIMIA GLAUCA,https://pubchem.ncbi.nlm.nih.gov/substance/483931051,943319-70-8,N/A
CONESTAT_ALFA,GALSULFASE,https://pubchem.ncbi.nlm.nih.gov/substance/440790791,69004-04-2,N/A
CONIUM_MACULATUM,GAMOLENIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5280933,N/A,N/A
CONIVAPTAN,GANCICLOVIR,https://pubchem.ncbi.nlm.nih.gov/compound/135398740,87806-31-3,N/A
CONTRACEPTIVE_DEVICES,GANIRELIX,https://pubchem.ncbi.nlm.nih.gov/compound/16130957,N/A,N/A
COOLING_PAD,GANODERMA APPLANATUM,https://pubchem.ncbi.nlm.nih.gov/substance/482033150,171228-49-2,177571-33-4
COPANLISIB,GARCINIA CAMBOGIA,https://pubchem.ncbi.nlm.nih.gov/compound/311,149-30-4,"112242-83-8, 119170-41-1, 12640-90-3, 4464-58-8, 55199-93-4, 81605-65-4, 1321-08-0, 2213445-86-2, 885216-62-6, 112242-83-8, 119170-41-1, 12640-90-3, 1321-08-0, 2213445-86-2, 4464-58-8, 55199-93-4, 81605-65-4, 885216-62-6, 12640-90-3, 1321-08-0, 55199-93-4, 119170-41-1, 112242-83-8, 4464-58-8"
COPPER,GARCINIA MANGOSTANA,https://pubchem.ncbi.nlm.nih.gov/compound/5495926,7722-64-7,146104-97-4
CORBADRINE,GARDENIA,https://pubchem.ncbi.nlm.nih.gov/compound/702,9003-39-8,"153631-60-8, 94800-10-9, 1229193-78-5, 1229193-78-5, 153631-60-8, 94800-10-9, 94800-10-9, 1229193-78-5, 153631-60-8"
CORDIA_SALICIFOLIA,GASTRIC JUICE,https://pubchem.ncbi.nlm.nih.gov/substance/347711538,25655-41-8,"113813-78-8, 1202865-55-1, 1216458-36-4, 1219590-00-7, 1246654-78-3, 129947-86-0, 130095-86-2, 138115-12-5, 180749-13-7, 26856-09-7, 30849-75-3, 36703-90-9, 9006-37-5, 94555-99-4"
CORDYCEPS_SINENSIS_SACC,GATIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/5379,146464-95-1,N/A
CORIANDRUM_SATIVUM,GAULTHERIA PROCUMBENS,https://pubchem.ncbi.nlm.nih.gov/substance/482032758,6735-59-7,N/A
CORTICORELIN,GEFITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/123631,104632-26-0,N/A
CORTICOTROPIN,GELATIN,https://pubchem.ncbi.nlm.nih.gov/compound/14806,151126-32-8,N/A
CORTISONE,GELSEMIUM SEMPERVIRENS,https://pubchem.ncbi.nlm.nih.gov/compound/572828,140-65-8,N/A
CORYLUS_AVELLANA,GEMCITABINE,https://pubchem.ncbi.nlm.nih.gov/compound/60750,53-43-0,"9013-35-8, 105597-37-3, 108673-53-6"
CORYNEBACTERIUM_DIPHTHERIAE_TOXIN,GEMFIBROZIL,https://pubchem.ncbi.nlm.nih.gov/compound/7267,150322-43-3,N/A
COUGH_AND_COLD_PREPARATIONS,GEMIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/9571107,81093-37-0,103382-89-4
CRATAEGUS_LAEVIGATA,GEMTUZUMAB OZOGAMICIN,https://pubchem.ncbi.nlm.nih.gov/substance/440790288,55268-74-1,135526-78-2
CREAMS_(BASIS),GENERAL NUTRIENTS,https://pubchem.ncbi.nlm.nih.gov/compound/2723872,19216-56-9,N/A
CREATINE,GENISTEIN,https://pubchem.ncbi.nlm.nih.gov/compound/5280961,50-24-8,"58201-11-9, 8056-11-9, 58201-11-9"
CREATININE,GENTAMICIN,https://pubchem.ncbi.nlm.nih.gov/compound/3467,50-24-8,"58201-11-9, 8056-11-9, 58201-11-9"
CREOSOTE,GENTIANA LUTEA,https://pubchem.ncbi.nlm.nih.gov/substance/483936375,50-24-8,"58201-11-9, 8056-11-9, 58201-11-9"
CRISABOROLE,GERANIUM MACULATUM,https://pubchem.ncbi.nlm.nih.gov/substance/483933573,148553-50-8,N/A
CRIZOTINIB,GERANIUM ROBERTIANUM,https://pubchem.ncbi.nlm.nih.gov/substance/482032422,N/A,N/A
CROFELEMER,GILTERITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/49803313,145-13-1,116907-59-6
CROMOGLICIC_ACID,GINKGO BILOBA,https://pubchem.ncbi.nlm.nih.gov/compound/73581,N/A,N/A
CROTALUS_HORRIDUS,GLASDEGIB,https://pubchem.ncbi.nlm.nih.gov/compound/25166913,95-53-4,N/A
CROTAMITON,GLATIRAMER ACETATE,https://pubchem.ncbi.nlm.nih.gov/compound/3081884,90-34-6,N/A
CRYOFLUORANE,GLECAPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/66828839,125-33-7,N/A
CRYPTHECODINIUM_COHNII,GLIBENCLAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3488,N/A,N/A
CRYPTOXANTHIN,GLICLAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6269,57-66-9,1384172-26-2
CRYSTAL_VIOLET,GLIMEPIRIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3476,N/A,N/A
CUCUMIS_SATIVUS,GLIPIZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/7965,51-06-9,N/A
CUCURBITA_PEPO,GLUCAGON,https://pubchem.ncbi.nlm.nih.gov/compound/16132283,103-82-2,N/A
CUPRESSUS_SEMPERVIRENS,GLUCANASE,https://pubchem.ncbi.nlm.nih.gov/compound/126287,671-16-9,N/A
CURCUMA_LONGA,GLUCARPIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/21195079,58-38-8,N/A
CURCUMIN,GLUCOMANNAN,https://pubchem.ncbi.nlm.nih.gov/compound/24892726,N/A,N/A
CYANOCOBALAMIN,GLUCONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/10690,92-62-6,N/A
CYCLANDELATE,GLUCOSAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/237332,57-83-0,"8012-32-6, 8023-13-0, 753497-20-0, 257630-50-5, 2051138-40-8, 2051138-40-8, 257630-50-5, 753497-20-0, 8012-32-6, 8023-13-0, 8012-32-6, 753497-20-0, 2051138-40-8, 8023-13-0, 257630-50-5"
CYCLIZINE,GLUCOSE,https://pubchem.ncbi.nlm.nih.gov/compound/16129778,106-47-8,N/A
CYCLOBENZAPRINE,GLUCOSE- BLOOD TESTS,https://pubchem.ncbi.nlm.nih.gov/compound/5505,4305-67-3,"7005-20-1, 1150316-19-0, 95650-41-2, 18875-45-1, 4607-28-7, 1150316-19-0, 7005-20-1, 95650-41-2, 95650-41-2, 1150316-19-0"
CYCLOMETHICONE,GLUCOSE- URINE TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/695405,92-84-2,"8023-30-1, 8048-22-4, 8048-22-4"
CYCLOPENTASILOXANE,GLUCOSE OXIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/64689,54063-53-5,107300-59-4
CYCLOPENTOLATE,GLUCUROLACTONE,https://pubchem.ncbi.nlm.nih.gov/compound/92283,57-55-6,"190913-75-8, 4254-16-4, 63625-56-9, 1194046-20-2, 1194046-20-2, 190913-75-8, 4254-16-4, 63625-56-9, 63625-56-9, 1194046-20-2, 190913-75-8"
CYCLOPHOSPHAMIDE,GLUTAMIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/135398658,N/A,N/A
CYCLOSERINE,GLUTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/5961,N/A,N/A
CYNARA_SCOLYMUS,GLUTARAL,https://pubchem.ncbi.nlm.nih.gov/compound/3485,79-09-4,"784139-72-6, 1032826-44-0, 1032826-44-0, 784139-72-6"
CYPROHEPTADINE,GLUTATHIONE,https://pubchem.ncbi.nlm.nih.gov/compound/936,99-89-8,N/A
CYSTEINE,GLYCEROL,https://pubchem.ncbi.nlm.nih.gov/compound/1030,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6"
CYSTINE,GLYCEROL PHENYLBUTYRATE,https://pubchem.ncbi.nlm.nih.gov/compound/10482134,525-66-6,13013-17-7
CYSTOSEIRA_CANARIENSIS,GLYCEROPHOSPHORIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/754,57-55-6,"190913-75-8, 4254-16-4, 63625-56-9, 1194046-20-2, 1194046-20-2, 190913-75-8, 4254-16-4, 63625-56-9, 63625-56-9, 1194046-20-2, 190913-75-8"
CYTARABINE,GLYCERYL MONOSTEARATE,https://pubchem.ncbi.nlm.nih.gov/compound/24699,101-40-6,3595-11-7
D-LACTIC_ACID,GLYCINE,https://pubchem.ncbi.nlm.nih.gov/compound/750,94-13-3,"59593-07-6, 58339-85-8, 58339-85-8, 59593-07-6, 58339-85-8"
DABIGATRAN_ETEXILATE,GLYCINE MAX,https://pubchem.ncbi.nlm.nih.gov/compound/750,62-56-6,"1032826-45-1, 1429623-74-4, 1803177-22-1"
DABRAFENIB,GLYCOLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/757,51-55-8,"78597-12-3, 1445960-43-9, 1445960-43-9, 78597-12-3"
DACARBAZINE,GLYCOPYRRONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/243,75847-73-3,"172964-46-4, 77549-58-7"
DACLATASVIR,GLYCYRRHIZA GLABRA,https://pubchem.ncbi.nlm.nih.gov/substance/482032387,N/A,N/A
DACLIZUMAB,GLYCYRRHIZIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/14982,5005-36-7,"2414381-73-8, 596085-45-9, 68153-28-6"
DACOMITINIB,GOLD,https://pubchem.ncbi.nlm.nih.gov/compound/785,57-92-1,"12672-24-1, 82958-69-8, 47814-83-5, 47816-81-9, 364062-67-9, 47816-81-9, 47814-83-5"
DACTINOMYCIN,GOLIMUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/440791136,81-07-2,"126987-83-5, 474-91-9, 61255-27-4, 890126-34-8, 61255-27-4, 126987-83-5, 474-91-9, 890126-34-8"
DACTYLIS_GLOMERATA,GONADORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/36523,50-70-4,"15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 98201-93-5, 952319-42-5, 15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5, 952319-42-5, 3959-53-3, 63800-20-4, 8036-93-9, 98201-93-5, 15060-73-8, 8042-39-5, 8014-89-9, 36134-87-9, 8046-05-7, 8013-15-8, 8045-74-7"
DACTYLOPIUS_COCCUS,GOSERELIN,https://pubchem.ncbi.nlm.nih.gov/compound/5311128,103658-53-3,N/A
DALBAVANCIN,GOSSYPIUM HERBACEUM,https://pubchem.ncbi.nlm.nih.gov/substance/482031798,24305-27-9,"9015-91-2, 22365-02-2, 22365-17-9, 77666-61-6, 39422-15-6, 51810-71-0"
DALFOPRISTIN,GRAMICIDIN,https://pubchem.ncbi.nlm.nih.gov/compound/16130140,438-60-8,N/A
DALTEPARIN_SODIUM,GRANISETRON,https://pubchem.ncbi.nlm.nih.gov/compound/5284566,5875-06-9,N/A
DAMOCTOCOG_ALFA_PEGOL,GRAPHITE,https://pubchem.ncbi.nlm.nih.gov/compound/24261,179474-81-8,N/A
DANAPAROID,GRAZOPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/44603531,N/A,N/A
DANAZOL,GREPAFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/72474,N/A,N/A
DANTROLENE,GRIFFONIA SIMPLICIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/482032056,N/A,N/A
DANTRON,GRIFOLA FRONDOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482028345,N/A,N/A
DAPAGLIFLOZIN,GRISEOFULVIN,https://pubchem.ncbi.nlm.nih.gov/compound/441140,90-82-4,"304-87-0, 30987-59-8, 37577-31-4, 30987-59-8, 37577-31-4"
DAPIPRAZOLE,GUAIACOL,https://pubchem.ncbi.nlm.nih.gov/compound/460,N/A,N/A
DAPSONE,GUAIFENESIN,https://pubchem.ncbi.nlm.nih.gov/compound/460,N/A,N/A
DAPTOMYCIN,GUANABENZ,https://pubchem.ncbi.nlm.nih.gov/compound/5702062,N/A,N/A
DARATUMUMAB,GUANADREL,https://pubchem.ncbi.nlm.nih.gov/compound/68552,117060-54-5,N/A
DARBEPOETIN_ALFA,GUANETHIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/3518,N/A,N/A
DARIFENACIN,GUANFACINE,https://pubchem.ncbi.nlm.nih.gov/compound/3519,94-36-0,"117989-71-6, 143928-58-9, 37370-29-9, 132323-44-5, 117989-71-6, 132323-44-5, 143928-58-9, 37370-29-9, 143928-58-9, 117989-71-6, 132323-44-5"
DARUNAVIR,GUANIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/19649,N/A,N/A
DASABUVIR,GUAR GUM,https://pubchem.ncbi.nlm.nih.gov/substance/482031711,N/A,N/A
DASATINIB,GUSELKUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101646,N/A,N/A
DAUCUS_CAROTA,GYMNEMA SYLVESTRE,https://pubchem.ncbi.nlm.nih.gov/substance/482032050,15686-83-6,N/A
DAUNORUBICIN,HAIR CONDITIONER,https://pubchem.ncbi.nlm.nih.gov/compound/338,98-96-4,N/A
DEANOL,HALAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/31640,68085-85-8,N/A
DECANOIC_ACID,HALCINONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/443943,101-26-8,N/A
DECITABINE,HALOPERIDOL,N/A,66-72-8,17281-92-4
DECONGESTANT_RUBS,HALOTHANE,https://pubchem.ncbi.nlm.nih.gov/compound/3562,54-47-7,"52064-48-9, 52441-27-7, 1071665-72-9, 1071665-72-9, 52064-48-9, 52441-27-7, 52441-27-7"
DEFERASIROX,HAMAMELIS VIRGINIANA,https://pubchem.ncbi.nlm.nih.gov/substance/483924563,65-23-6,2087491-32-3
DEFERIPRONE,HANDCREAM,https://pubchem.ncbi.nlm.nih.gov/substance/483925030,58-14-0,N/A
DEFEROXAMINE,HARD LENS SOLUTIONS,https://pubmed.ncbi.nlm.nih.gov/8565193,13463-41-7,N/A
DEFIBROTIDE,HARPAGOPHYTUM PROCUMBENS,https://pubchem.ncbi.nlm.nih.gov/substance/483932717,9004-70-0,"124362-83-0, 1339-76-0, 152264-12-5, 1610892-19-7, 188626-79-1, 2001537-63-7, 2166122-28-5, 2245235-30-5, 2245235-31-6, 2414146-27-1, 246848-29-3, 2704570-50-1, 353274-56-3, 37228-31-2, 37317-48-9, 60649-57-2, 72026-64-3, 72026-68-7, 8050-69-9, 8050-70-2, 88386-25-8, 909342-54-7"
DEFLAZACORT,HASLEA OSTREARIA,https://pubchem.ncbi.nlm.nih.gov/substance/482031500,127-17-3,1892-67-7
DEGARELIX,HELIANTHUS ANNUUS,https://pubchem.ncbi.nlm.nih.gov/substance/483934356,36735-22-5,N/A
DELAFLOXACIN,HELODERMA HORRIDUM,https://pubchem.ncbi.nlm.nih.gov/compound/45588096,117-39-5,"73123-10-1, 74893-81-5, 74893-81-5, 73123-10-1"
DELAVIRDINE,HEME IRON POLYPEPTIDE,https://pubchem.ncbi.nlm.nih.gov/substance/482032049,N/A,N/A
DEMECARIUM,HEMICELLULASE,https://pubchem.ncbi.nlm.nih.gov/compound/168009862,N/A,N/A
DEMECLOCYCLINE,HEMIN,https://pubchem.ncbi.nlm.nih.gov/compound/26945,111974-69-7,N/A
DENILEUKIN_DIFTITOX,HEPARIN,https://pubchem.ncbi.nlm.nih.gov/compound/60606,85441-61-8,N/A
DENOSUMAB,HERBAL,https://pubchem.ncbi.nlm.nih.gov/compound/3776,56-54-2,"11010-73-4, 500225-45-6, 845886-64-8, 882741-47-1, 883881-01-4, 898814-00-1, 910899-51-3, 1528764-92-2, 2393956-08-4, 11010-73-4, 1528764-92-2, 2393956-08-4, 500225-45-6, 845886-64-8, 882741-47-1, 883881-01-4, 898814-00-1, 910899-51-3, 1528764-92-2, 500225-45-6, 883881-01-4, 910899-51-3, 882741-47-1, 845886-64-8, 11010-73-4"
DENTAL_FLOSS,HESPERIDIN,https://pubchem.ncbi.nlm.nih.gov/compound/10621,72402-53-0,"12239-42-8, 128544-03-6, 21480-31-9, 55980-20-6, 6912-57-8, 72646-90-3, 767303-40-2, 840482-04-4, 857212-53-4, 864908-93-0, 899813-83-3, 906550-97-8, 909767-48-2, 909882-78-6, 910878-25-0, 875538-34-4, 888714-03-2, 890027-24-4, 894767-09-0, 898813-59-7, 898814-28-3, 900786-66-5, 900789-95-9, 909263-47-4, 910880-97-6, 911445-75-5, 918778-04-8, 1071756-51-8, 95650-40-1, 1267651-57-9, 1628705-47-4, 2244812-93-7, 2244812-97-1, 2409557-51-1, 2566761-34-8, 1071756-51-8, 12239-42-8, 1267651-57-9, 128544-03-6, 1628705-47-4, 21480-31-9, 2244812-93-7, 2244812-97-1, 2409557-51-1, 2566761-34-8, 55980-20-6, 6912-57-8, 72646-90-3, 767303-40-2, 840482-04-4, 857212-53-4, 864908-93-0, 875538-34-4, 888714-03-2, 890027-24-4, 894767-09-0, 898813-59-7, 898814-28-3, 899813-83-3, 900786-66-5, 900789-95-9, 906550-97-8, 909263-47-4, 909767-48-2, 909882-78-6, 910878-25-0, 910880-97-6, 911445-75-5, 918778-04-8, 95650-40-1, 1071756-51-8, 909882-78-6, 55980-20-6, 1628705-47-4, 1267651-57-9, 767303-40-2, 898813-59-7, 840482-04-4, 900789-95-9, 909263-47-4, 899813-83-3, 875538-34-4, 900786-66-5, 6912-57-8, 21480-31-9, 906550-97-8, 894767-09-0, 918778-04-8, 888714-03-2, 95650-40-1, 909767-48-2, 864908-93-0, 12239-42-8, 128544-03-6, 910878-25-0, 857212-53-4, 898814-28-3, 890027-24-4, 911445-75-5, 910880-97-6"
DENTURE_POWDER,HETASTARCH,https://pubchem.ncbi.nlm.nih.gov/substance/341161208,120138-50-3,"176708-57-9, 143564-20-9, 143840-51-1"
DEOXYCHOLIC_ACID,HEXACHLOROPHENE,https://pubchem.ncbi.nlm.nih.gov/compound/3598,117976-89-3,909251-57-6
DEOXYRIBONUCLEASE-_NATURAL,HEXAMIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/4909,299-42-3,"321-96-0, 6912-63-6, 6912-63-6"
DERMAGRAFT-TC,HEXAMINOLEVULINIC ACID,https://pubmed.ncbi.nlm.nih.gov/18679653,51-43-4,51028-73-0
DERMATOPHAGOIDES_FARINAE,HEXYLRESORCINOL,https://pubchem.ncbi.nlm.nih.gov/compound/996,15623-45-7,N/A
DERMATOPHAGOIDES_PTERONYSSINUS,HIBISCUS,https://pubchem.ncbi.nlm.nih.gov/compound/702,84449-90-1,N/A
DESERPIDINE,HISTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/264,518048-05-0,N/A
DESFLURANE,HISTIDINE,N/A,196597-26-9,N/A
DESIPRAMINE,HISTOPLASMIN,N/A,108-88-3,"1053657-77-4, 1202864-97-8, 1202864-97-8, 1053657-77-4"
DESIRUDIN,HISTRELIN,https://pubchem.ncbi.nlm.nih.gov/compound/25077993,N/A,N/A
DESLORATADINE,HOMATROPINE,https://pubchem.ncbi.nlm.nih.gov/compound/174174,N/A,N/A
DESMOPRESSIN,HOMATROPINE METHYLHYDROXIDE,N/A,82530-72-1,N/A
DESOGESTREL,HOMOEOPATHIC MEDICINES,https://pubmed.ncbi.nlm.nih.gov/38197691,128345-62-0,N/A
DESONIDE,HOMOSALATE,https://pubchem.ncbi.nlm.nih.gov/compound/8362,93-14-1,"12041-73-5, 128707-44-8, 1336-67-0, 12041-73-5, 128707-44-8"
DESOXIMETASONE,HONEY,https://pubchem.ncbi.nlm.nih.gov/compound/702,N/A,N/A
DESVENLAFAXINE,HOODIA GORDONII,https://pubchem.ncbi.nlm.nih.gov/substance/482031234,156137-99-4,N/A
DEUTETRABENAZINE,HORDEUM VULGARE,https://pubchem.ncbi.nlm.nih.gov/substance/483936536,N/A,N/A
DEXAMETHASONE,HUMAN ALPHA1 PROTEINASE INHIBITOR,https://pubchem.ncbi.nlm.nih.gov/substance/472420638,136236-51-6,N/A
DEXAMFETAMINE,HUMAN MENOPAUSAL GONADOTROPHIN,https://pubchem.ncbi.nlm.nih.gov/compound/21888462,N/A,N/A
DEXBROMPHENIRAMINE,HUMULUS LUPULUS,https://pubchem.ncbi.nlm.nih.gov/compound/639665,50-55-5,"1407-38-1, 141099-49-2, 8048-25-7, 873409-80-4, 909883-12-1, 911481-85-1, 8048-25-7, 141099-49-2"
DEXCHLORPHENIRAMINE,HUPERZINE A,https://pubchem.ncbi.nlm.nih.gov/compound/854026,N/A,N/A
DEXLANSOPRAZOLE,HYALURONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5355130,313348-27-5,N/A
DEXMEDETOMIDINE,HYALURONIDASE,N/A,755037-03-7,N/A
DEXMETHYLPHENIDATE,HYDANTOIN,https://pubchem.ncbi.nlm.nih.gov/compound/22947,132875-61-7,N/A
DEXPANTHENOL,HYDRALAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5770,9001-98-3,N/A
DEXRAZOXANE,HYDRASTIS CANADENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/483936569,135062-02-1,N/A
DEXTRAN,HYDROCHLORIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/313,50-55-5,"1407-38-1, 141099-49-2, 8048-25-7, 873409-80-4, 909883-12-1, 911481-85-1, 8048-25-7, 141099-49-2"
DEXTRANOMER,HYDROCHLOROTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3639,N/A,N/A
DEXTRIN,HYDROCODONE,https://pubchem.ncbi.nlm.nih.gov/compound/702,108-46-3,N/A
DEXTROMETHORPHAN,HYDROCOLLOID DRESSING,https://pubmed.ncbi.nlm.nih.gov/27821789,102-29-4,N/A
DEXTROPROPOXYPHENE,HYDROCORTISONE,https://pubchem.ncbi.nlm.nih.gov/compound/5755,501-36-0,N/A
DEXTROTHYROXINE,HYDROCORTISONE BUTEPRATE,https://pubchem.ncbi.nlm.nih.gov/compound/636398,N/A,N/A
DIAGNOSTIC_COLON_IMAGING_AGENT,HYDROFLUMETHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3647,N/A,N/A
DIASTASE,HYDROGEN PEROXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/784,N/A,N/A
DIATRIZOIC_ACID,HYDROGEN PEROXIDE UREA DERIVATIVE,https://pubmed.ncbi.nlm.nih.gov/908331,11103-57-4,"13123-33-6, 17104-91-5, 5979-23-7, 1341-18-0, 1406-67-3, 53637-36-8, 13123-33-6, 17104-91-5, 2820400-21-1, 5979-23-7, 5979-23-7, 13123-33-6"
DIAZEPAM,HYDROMORPHONE,https://pubchem.ncbi.nlm.nih.gov/compound/5288826,864750-70-9,1211931-83-7
DIAZOLIDINYL_UREA,HYDROQUINONE,https://pubchem.ncbi.nlm.nih.gov/compound/785,N/A,N/A
DIAZOXIDE,HYDROXOCOBALAMIN,https://pubchem.ncbi.nlm.nih.gov/compound/44475014,N/A,N/A
DICHLORALPHENAZONE,HYDROXYALKYLPHOSPHONATE,https://pubmed.ncbi.nlm.nih.gov/10732966,N/A,N/A
DICHLOROACETIC_ACID,HYDROXYAMPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/10297,N/A,N/A
DICHLORODIFLUORO-METHANE,HYDROXYCARBAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3657,501-94-0,N/A
DICLOFENAC,HYDROXYCHLOROQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/3652,113-00-8,"475470-57-6, 113978-93-1, 113978-92-0, 152252-01-2, 117365-55-6"
DICLOFENAMIDE,HYDROXYETHYLCELLULOSE,https://pubchem.ncbi.nlm.nih.gov/compound/4327536,N/A,N/A
DICLOXACILLIN,HYDROXYLYSINE,https://pubchem.ncbi.nlm.nih.gov/compound/3032849,1211441-98-3,N/A
DICOUMAROL,HYDROXYPROGESTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/5994,83-88-5,"130609-39-1, 535950-32-4, 890044-91-4, 1093390-18-1, 1093390-18-1, 130609-39-1, 535950-32-4, 890044-91-4, 890044-91-4, 130609-39-1, 535950-32-4"
DICYCLOVERINE,HYDROXYPROLINE,https://pubchem.ncbi.nlm.nih.gov/compound/5810,9000-69-5,"133-56-2, 141492-19-5, 20235-19-2, 220424-61-3, 503591-24-0, 9005-88-3, 9046-41-7, 9047-18-1"
DIDANOSINE,HYDROXYPROPYLCHITOSAN,https://pubchem.ncbi.nlm.nih.gov/compound/129634078,141-22-0,"17026-54-9, 25607-48-1, 45260-83-1, 8040-35-5, 2226968-94-9, 2408423-15-2, 17026-54-9, 2226968-94-9, 2408423-15-2, 25607-48-1, 45260-83-1, 8040-35-5, 45260-83-1, 17026-54-9, 8040-35-5"
DIENESTROL,HYDROXYTOLUIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/6738,N/A,N/A
DIENOGEST,HYDROXYZINE,https://pubchem.ncbi.nlm.nih.gov/compound/3658,72559-06-9,N/A
DIETHYLSTILBESTROL,HYLAN GEL POLYSACCHARIDE,https://pubmed.ncbi.nlm.nih.gov/17216398,13292-46-1,845504-52-1
DIETHYLTOLUAMIDE,HYOSCYAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/154417,61379-65-5,"71950-35-1, 773848-08-1"
DIFENOXIN,HYPERICUM PERFORATUM,https://pubchem.ncbi.nlm.nih.gov/compound/3663,80621-81-4,88747-56-2
DIFLORASONE,HYPOCHLOROUS ACID,https://pubchem.ncbi.nlm.nih.gov/compound/23665760,N/A,N/A
DIFLUNISAL,HYPOSULFUROUS ACID,https://pubchem.ncbi.nlm.nih.gov/substance/162221488,500287-72-9,N/A
DIFLUPREDNATE,HYPROLOSE,https://pubchem.ncbi.nlm.nih.gov/substance/472409612,1744-22-5,N/A
DIGITOXIN,HYPROMELLOSE,https://pubchem.ncbi.nlm.nih.gov/compound/57503849,13392-28-4,N/A
DIGOXIN,HYSSOPUS OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/substance/483936004,49697-38-3,N/A
DIGOXIN_SPECIFIC_ANTIBODY_FRAGMENTS,IBALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/483929330,625115-55-1,N/A
DIHYDROCODEINE,IBANDRONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/60852,105462-24-6,N/A
DIHYDROERGOTAMINE,IBRITUMOMAB TIUXETAN,https://pubchem.ncbi.nlm.nih.gov/compound/92002593,106266-06-2,N/A
DIHYDROERGOTOXINE,IBRUTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/24821094,23239-51-2,N/A
DIHYDROTACHYSTEROL,IBUPROFEN,https://pubchem.ncbi.nlm.nih.gov/compound/3672,155213-67-5,N/A
DIHYDROXYACETONE,IBUTILIDE,https://pubchem.ncbi.nlm.nih.gov/compound/60753,N/A,N/A
DIHYDROXYALUMINIUM,ICATIBANT,https://pubchem.ncbi.nlm.nih.gov/compound/6918173,366789-02-8,N/A
DIIODOHYDROXYQUINOLINE,ICHTYOLAMMONIUM,N/A,123441-03-2,N/A
DILTIAZEM,ICOSAPENT,https://pubchem.ncbi.nlm.nih.gov/compound/446284,144034-80-0,N/A
