molecule,crp,intprd,cas,drugid
VALBENAZINE,NEUROCRINE_BIO,INGREZZA,1025504-45-3,61992
VALDECOXIB,PFIZER,BEXTRA,181695-72-7,17856
VALGANCICLOVIR,ROCHE,VALCYTE,175865-60-8,25182
VALPROIC_ACID,ABBVIE,DEPAKENE,99-66-1,"5265, 57441"
VALSARTAN,NOVARTIS,DIOVAN,137862-53-4,"2773, 16073, 54288, 54291, 58782, 70525, 75647, 99721"
VANCOMYCIN,ANI_PHARMACEUTICAL,VANCOCIN,1404-90-6,"44401, 95157"
VANDETANIB,SANOFI,CAPRELSA,443913-73-3,26495
VARDENAFIL,GLAXOSMITHKLINE,LEVITRA,224785-90-4,21994
VARENICLINE,PFIZER,CHAMPIX,249296-44-4,31977
VEMURAFENIB,ROCHE,ZELBORAF,918504-65-1,54469
VENETOCLAX,ABBVIE,VENCLEXTA,1257044-40-8,70895
VENLAFAXINE,PFIZER,EFFEXOR,93413-69-5,"4648, 82019"
VERAPAMIL,PFIZER,CALAN,52-53-9,"11974, 13444, 44437, 46941"
VERTEPORFIN,BAUSCH_HEALTH,VISUDYNE,129497-78-5,2622
VIGABATRIN,LUNDBECK,SABRIL,68506-86-5,4651
VILAZODONE,ALLERGAN,VIIBRYD,163521-12-8,9943
VINORELBINE,PIERRE_FABRE,NAVELBINE,71486-22-1,6408
VORICONAZOLE,PFIZER,VFEND,137234-62-9,8714
VORINOSTAT,MERCK_&_CO,ZOLINZA,149647-78-9,17625
VORTIOXETINE,TAKEDA,TRINTELLIX,508233-74-7,48119
WARFARIN,BRISTOL-MYERS_SQB.,COUMADIN,81-81-2,44375
ZAFIRLUKAST,ENDO_INTERNATIONAL,ACCOLATE,107753-78-6,3316
ZALCITABINE,ROCHE,HIVID,7481-89-2,4708
ZALEPLON,PFIZER,SONATA,151319-34-5,2827
ZANAMIVIR,GLAXOSMITHKLINE,RELENZA,139110-80-8,8424
ZICONOTIDE,TERSERA_THERAPEUT,PRIALT,107452-89-1,4427
ZIDOVUDINE,GLAXOSMITHKLINE,RETROVIR,30516-87-1,"16696, 26574, 44316"
ZILEUTON,CHIESI,ZYFLO,111406-87-2,"4718, 48339"
ZIPRASIDONE,PFIZER,ZELDOX,146939-27-7,2860
ZOLEDRONIC_ACID,NOVARTIS,ZOMETA,118072-93-8,2765
ZOLMITRIPTAN,AMNEAL_PHARM,ZOMIG,139264-17-8,"4736, 47202"
ZOLPIDEM,SANOFI,STILNOX,82626-48-0,"4723, 47206, 52879, 56956, 89931"
ZONISAMIDE,CONCORDIA,ZONEGRAN,68291-97-4,8899
