molecule,crp,intprd,cas,matched_drugid,match_type_ncas,different_compounds
IBANDRONIC_ACID,ROCHE,BONVIVA,114084-78-5,"2642, 48377",1,0
IBRUTINIB,ABBVIE,IMBRUVICA,936563-96-1,55237,1,0
IBUPROFEN#OXYCODONE,ALLERGAN,COMBUNOX,15687-27-1,"10490, 16896, 56576, 57598",1,0
IBUPROFEN#OXYCODONE,ALLERGAN,COMBUNOX,76-42-6,"10490, 12418, 50457, 56687, 57516, 68852, 68997, 69025, 70573, 73918, 106091",1,0
IBUPROFEN#OXYCODONE,ALLERGAN,COMBUNOX,"15687-27-1, 76-42-6",10490,2,1
IBUTILIDE,PFIZER,CORVERT,122647-31-8,3307,1,0
IBUTILIDE,PFIZER,CORVERT,122647-32-9,3307,1,0
IBUTILIDE,PFIZER,CORVERT,"122647-31-8, 122647-32-9",3307,2,0
ICATIBANT,TAKEDA,FIRAZYR,130308-48-4,3310,1,0
IDELALISIB,GILEAD_SCIENCES,ZYDELIG,870281-82-6,48319,1,0
ILOPERIDONE,VANDA_PHARM,FANAPT,133454-47-4,10106,1,0
ILOPROST,JOHNSON_&_JOHNSON,VENTAVIS,78919-13-8,6149,1,0
IMATINIB,NOVARTIS,GLIVEC,152459-95-5,11460,1,0
IMIQUIMOD,BAUSCH_HEALTH,ALDARA,99011-02-6,7067,1,0
INDACATEROL,SUMITOMO_DAINIPPON,ARCAPTA NEOHALER,312753-06-3,"32355, 53427",1,0
INDINAVIR,MERCK_&_CO,CRIXIVAN,150378-17-9,5321,1,0
INDOMETACIN,IROKO_PHARM,INDOCIN,53-86-1,69636,1,0
INGENOL_MEBUTATE,LEO_PHARMA,PICATO,75567-37-2,32757,1,0
INOTUZUMAB_OZOGAMICIN,PFIZER,BESPONSA,635715-01-4,2714,1,0
INSULIN_ASPART,NOVO_NORDISK,NOVORAPID,116094-23-6,"10411, 55898, 66519",1,0
INSULIN_DEGLUDEC#LIRAGLUTIDE,NOVO_NORDISK,XULTOPHY,204656-20-2,"5148, 64513",1,0
INSULIN_DETEMIR,NOVO_NORDISK,LEVEMIR,169148-63-4,17426,1,0
INSULIN_GLARGINE,SANOFI,LANTUS,160337-95-1,"10252, 64752, 69690, 73334, 90041",1,0
INSULIN_GLARGINE#LIXISENATIDE,SANOFI,SOLIQUA,160337-95-1,"10252, 64752, 69690, 73334, 90041",1,0
INSULIN_GLULISINE,SANOFI,APIDRA,207748-29-6,23381,1,0
IPRATROPIUM_BROMIDE,BOEHRINGER_INGEL,ATROVENT,22254-24-6,"44297, 44415, 46930",1,0
IPRATROPIUM_BROMIDE#SALBUTAMOL,BOEHRINGER_INGEL,COMBIVENT,18559-94-9,"44310, 44415, 48517, 48938, 51011",1,0
IPRATROPIUM_BROMIDE#SALBUTAMOL,BOEHRINGER_INGEL,COMBIVENT,22254-24-6,"44297, 44415, 46930",1,0
IPRATROPIUM_BROMIDE#SALBUTAMOL,BOEHRINGER_INGEL,COMBIVENT,"18559-94-9, 22254-24-6",44415,2,1
IRBESARTAN,SANOFI,APROVEL,138402-11-6,"4469, 24189",1,0
IRINOTECAN,PFIZER,CAMPTOSAR,100286-90-6,2871,1,0
IRINOTECAN,PFIZER,CAMPTOSAR,97682-44-5,"2871, 53029",1,0
IRINOTECAN,PFIZER,CAMPTOSAR,"100286-90-6, 97682-44-5",2871,2,0
ISAVUCONAZOLE,ASTELLAS_PHARMA,CRESEMBA,241479-67-4,"36495, 55169",1,0
ISAVUCONAZONIUM,ASTELLAS_PHARMA,CRESEMBA,742049-41-8,"36495, 55169",1,0
ISOTRETINOIN,ROCHE,ROACCUTANE,4759-48-2,"44318, 77798",1,0
IVACAFTOR,VERTEX_PHARMA,KALYDECO,873054-44-5,"50417, 70904, 83569",1,0
IVACAFTOR#LUMACAFTOR,VERTEX_PHARMA,ORKAMBI,873054-44-5,"50417, 70904, 83569",1,0
IVACAFTOR#LUMACAFTOR,VERTEX_PHARMA,ORKAMBI,936727-05-8,83569,1,0
IVACAFTOR#LUMACAFTOR,VERTEX_PHARMA,ORKAMBI,"873054-44-5, 936727-05-8",83569,2,1
IVACAFTOR#TEZACAFTOR,VERTEX_PHARMA,SYMDEKO,1152311-62-0,70904,1,0
IVACAFTOR#TEZACAFTOR,VERTEX_PHARMA,SYMDEKO,873054-44-5,"50417, 70904, 83569",1,0
IVACAFTOR#TEZACAFTOR,VERTEX_PHARMA,SYMDEKO,"1152311-62-0, 873054-44-5",70904,2,1
IVERMECTIN,NESTLE,SOOLANTRA,70288-86-7,"3412, 57639, 75149",1,0
IVOSIDENIB,AGIOS,TIBSOVO,1448347-49-6,72635,1,0
IXABEPILONE,R-PHARM,IXEMPRA,219989-84-1,15541,1,0
IXAZOMIB,TAKEDA,NINLARO,1072833-77-2,64947,1,0
KETOCONAZOLE,JOHNSON_&_JOHNSON,NIZORAL,65277-42-1,"24486, 44299, 50198",1,0
KETOROLAC,ALLERGAN,ACULAR,74103-06-3,"3422, 3423, 55698, 59416",1,0
KETOROLAC#PHENYLEPHRINE,OMEROS_CORP,OMIDRIA,59-42-7,59416,1,0
KETOROLAC#PHENYLEPHRINE,OMEROS_CORP,OMIDRIA,74103-06-3,"3422, 3423, 55698, 59416",1,0
KETOROLAC#PHENYLEPHRINE,OMEROS_CORP,OMIDRIA,"59-42-7, 74103-06-3",59416,2,1
LACOSAMIDE,UCB,VIMPAT,175481-36-4,21038,1,0
LAMIVUDINE,GLAXOSMITHKLINE,EPIVIR,134678-17-4,"3474, 16696, 26574, 48181, 65069, 69973, 73625, 90562, 96077, 101639, 109933, 113752",1,0
LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,COMBIVIR,134678-17-4,"3474, 16696, 26574, 48181, 65069, 69973, 73625, 90562, 96077, 101639, 109933, 113752",1,0
LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,COMBIVIR,30516-87-1,"16696, 26574, 44316",1,0
LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,COMBIVIR,"134678-17-4, 30516-87-1",16696,2,1
LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,COMBIVIR,"134678-17-4, 30516-87-1",26574,2,1
LAMOTRIGINE,GLAXOSMITHKLINE,LAMICTAL,84057-84-1,"6189, 48478, 58672",1,0
LANREOTIDE,IPSEN,SOMATULINE,108736-35-2,9313,1,0
LANSOPRAZOLE,TAKEDA,TAKEPRON,103577-45-3,6104,1,0
LANSOPRAZOLE,TAKEDA,TAKEPRON,138530-94-6,51277,1,0
LAPATINIB,NOVARTIS,TYKERB,231277-92-2,33591,1,0
LAPATINIB,NOVARTIS,TYKERB,388082-78-8,33591,1,0
LAPATINIB,NOVARTIS,TYKERB,"231277-92-2, 388082-78-8",33591,2,0
LAROTRECTINIB,LILLY,VITRAKVI,1223403-58-4,86278,1,0
LATANOPROST,PFIZER,XALATAN,130209-82-4,"3480, 86590, 89295",1,0
LATANOPROSTENE_BUNOD,BAUSCH_HEALTH,VYZULTA,860005-21-6,55055,1,0
LEDIPASVIR#SOFOSBUVIR,GILEAD_SCIENCES,HARVONI,1190307-88-0,"65416, 79811, 88619, 95212",1,0
LEDIPASVIR#SOFOSBUVIR,GILEAD_SCIENCES,HARVONI,1256388-51-8,79811,1,0
LEDIPASVIR#SOFOSBUVIR,GILEAD_SCIENCES,HARVONI,"1190307-88-0, 1256388-51-8",79811,2,1
LEFLUNOMIDE,SANOFI,ARAVA,75706-12-6,3488,1,0
LENALIDOMIDE,CELGENE_CORP,REVLIMID,191732-72-6,27572,1,0
LENVATINIB,EISAI,LENVIMA,417716-92-8,45841,1,0
LESINURAD,IRONWOOD,ZURAMPIC,878672-00-5,60236,1,0
LETERMOVIR,MERCK_&_CO,PREVYMIS,917389-32-3,62084,1,0
LETROZOLE,NOVARTIS,FEMARA,112809-51-5,"2784, 65360",1,0
LEUPRORELIN,ABBVIE,LUPRON,53714-56-0,"5267, 11822, 14442",1,0
LEVAMISOLE,JOHNSON_&_JOHNSON,DECARIS,14769-73-4,6074,1,0
LEVETIRACETAM,UCB,KEPPRA,102767-28-2,"5665, 52623, 58240, 89370, 94112",1,0
LEVOBUPIVACAINE,MUNDI_INT,CHIROCAINE,27262-47-1,8863,1,0
LEVOCARNITINE,ALFASIGMA,CARNICOR,541-15-1,11562,1,0
LEVOCETIRIZINE,SANOFI,XYZAL,130018-77-8,18057,1,0
LEVOFLOXACIN,JOHNSON_&_JOHNSON,LEVAQUIN,100986-85-4,"3492, 48667",1,0
LEVOMILNACIPRAN,ALLERGAN,FETZIMA,96847-54-0,54889,1,0
LEVOSALBUTAMOL,SUMITOMO_DAINIPPON,XOPENEX,34391-04-3,"8859, 46858",1,0
LEVOTHYROXINE_SODIUM,ABBVIE,SYNTHROID,55-03-8,"44389, 44758, 48943, 104699",1,0
LIDOCAINE,AKORN,AKTEN,137-58-6,"12433, 15198, 23015, 44403, 53738, 54738, 54740, 90455",1,0
LIDOCAINE#TETRACAINE,GALEN,SYNERA,137-58-6,"12433, 15198, 23015, 44403, 53738, 54738, 54740, 90455",1,0
LIDOCAINE#TETRACAINE,GALEN,SYNERA,94-24-6,"54738, 54740, 69367",1,0
LIDOCAINE#TETRACAINE,GALEN,SYNERA,"137-58-6, 94-24-6",54738,2,1
LIDOCAINE#TETRACAINE,GALEN,SYNERA,"137-58-6, 94-24-6",54740,2,1
LIFITEGRAST,TAKEDA,XIIDRA,1025967-78-5,51185,1,0
LINACLOTIDE,ALLERGAN,LINZESS,851199-59-2,49882,1,0
LINAGLIPTIN,BOEHRINGER_INGEL,TRADJENTA,668270-12-0,"55852, 67953, 68567",1,0
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,1115-70-4,"6050, 49077, 49829",1,0
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902",1,0
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,668270-12-0,"55852, 67953, 68567",1,0
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,"1115-70-4, 657-24-9",6050,2,0
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,"1115-70-4, 657-24-9",49077,2,0
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,"1115-70-4, 657-24-9",49829,2,0
LINAGLIPTIN#METFORMIN,BOEHRINGER_INGEL,JENTADUETO,"657-24-9, 668270-12-0",68567,2,1
LINEZOLID,PFIZER,ZYVOX,165800-03-3,11036,1,0
LIRAGLUTIDE,NOVO_NORDISK,VICTOZA,204656-20-2,"5148, 64513",1,0
LISDEXAMFETAMINE,TAKEDA,VYVANSE,608137-32-2,51047,1,0
LISINOPRIL,MERCK_&_CO,PRINIVIL,76547-98-3,"44601, 69924, 99504",1,0
LOFEXIDINE,US_WORLDMEDS,LUCEMYRA,31036-80-3,31624,1,0
LOMEFLOXACIN,PFIZER,MAXAQUIN,98079-51-7,"3510, 87054",1,0
LOMITAPIDE,NOVELION,JUXTAPID,182431-12-5,56229,1,0
LOPINAVIR#RITONAVIR,ABBVIE,KALETRA,155213-67-5,"7310, 14681, 81782, 100124",1,0
LOPINAVIR#RITONAVIR,ABBVIE,KALETRA,192725-17-0,14681,1,0
LOPINAVIR#RITONAVIR,ABBVIE,KALETRA,"155213-67-5, 192725-17-0",14681,2,1
LORATADINE,BAYER,CLARITIN,79794-75-5,3516,1,0
LORAZEPAM,BAUSCH_HEALTH,ATIVAN,846-49-1,44362,1,0
LORCASERIN,EISAI,BELVIQ,616202-92-7,"47504, 90560",1,0
LORLATINIB,PFIZER,LORBRENA,1454846-35-5,88045,1,0
LOSARTAN,MERCK_&_CO,COZAAR,114798-26-4,"3517, 70334",1,0
LOTEPREDNOL,BAUSCH_HEALTH,LOTEMAX,82034-46-6,"9548, 12784, 85097, 88461",1,0
LOTEPREDNOL#TOBRAMYCIN,BAUSCH_HEALTH,ZYLET,32986-56-4,"11232, 12784, 44785, 48940, 81695",1,0
LOTEPREDNOL#TOBRAMYCIN,BAUSCH_HEALTH,ZYLET,82034-46-6,"9548, 12784, 85097, 88461",1,0
LOTEPREDNOL#TOBRAMYCIN,BAUSCH_HEALTH,ZYLET,"32986-56-4, 82034-46-6",12784,2,1
LOVASTATIN,COVIS_PHARMA,ALTOPREV,75330-75-5,"18206, 32693, 44300",1,0
LOVASTATIN#NICOTINIC_ACID,ABBVIE,ADVICOR,59-67-6,"18206, 43841, 51039",1,0
LOVASTATIN#NICOTINIC_ACID,ABBVIE,ADVICOR,75330-75-5,"18206, 32693, 44300",1,0
LOVASTATIN#NICOTINIC_ACID,ABBVIE,ADVICOR,"59-67-6, 75330-75-5",18206,2,1
LOXAPINE,GALEN,ADASUVE,1977-10-2,53914,1,0
LUBIPROSTONE,TAKEDA,AMITIZA,333963-40-9,40669,1,0
LULICONAZOLE,BAUSCH_HEALTH,LUZU,187164-19-8,16891,1,0
LURASIDONE,SUMITOMO_DAINIPPON,LATUDA,367514-87-2,8732,1,0
LUSUTROMBOPAG,SHIONOGI_SEIYAKU,MULPLETA,1110766-97-6,57835,1,0
MACITENTAN,JOHNSON_&_JOHNSON,OPSUMIT,441798-33-0,52854,1,0
MAFENIDE,MYLAN,SULFAMYLON,138-39-6,18061,1,0
MARAVIROC,GLAXOSMITHKLINE,SELZENTRY,376348-65-1,37613,1,0
MEDROXYPROGESTERONE,PFIZER,DEPO PROVERA,520-85-4,44404,1,0
MEGESTROL,ENDO_INTERNATIONAL,MEGACE,3562-63-8,72086,1,0
MELOXICAM,BOEHRINGER_INGEL,MOBIC,71125-38-7,"3610, 71214",1,0
MEMANTINE,ALLERGAN,NAMENDA,19982-08-2,"11547, 63655, 70630",1,0
MEQUINOL#TRETINOIN,GLAXOSMITHKLINE,SOLAGE,150-76-5,51632,1,0
MEQUINOL#TRETINOIN,GLAXOSMITHKLINE,SOLAGE,302-79-4,"9247, 12785, 13654, 51632, 56385, 62738, 98161",1,0
MEQUINOL#TRETINOIN,GLAXOSMITHKLINE,SOLAGE,"150-76-5, 302-79-4",51632,2,1
MERCAPTAMINE,MYLAN,CYSTAGON,60-23-1,"58972, 60108, 63513",1,0
MEROPENEM,PFIZER,MERREM,119478-56-7,3616,1,0
MEROPENEM,PFIZER,MERREM,96036-03-2,"3616, 93582",1,0
MEROPENEM,PFIZER,MERREM,"119478-56-7, 96036-03-2",3616,2,0
MEROPENEM#VABORBACTAM,MELINTA_THERAPEUT,VABOMERE,119478-56-7,3616,1,0
MEROPENEM#VABORBACTAM,MELINTA_THERAPEUT,VABOMERE,1360457-46-0,93582,1,0
MEROPENEM#VABORBACTAM,MELINTA_THERAPEUT,VABOMERE,96036-03-2,"3616, 93582",1,0
MEROPENEM#VABORBACTAM,MELINTA_THERAPEUT,VABOMERE,"119478-56-7, 96036-03-2",3616,2,0
MEROPENEM#VABORBACTAM,MELINTA_THERAPEUT,VABOMERE,"1360457-46-0, 96036-03-2",93582,2,1
MESALAZINE,BAUSCH_HEALTH,APRISO,89-57-6,"41905, 44997, 46923, 64783, 83217",1,0
MESNA,BAXTER_INT,MESNEX,19767-45-4,24142,1,0
METAXALONE,PFIZER,SKELAXIN,1665-48-1,44405,1,0
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,1115-70-4,"6050, 49077, 49829",1,0
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,135062-02-1,"4212, 56555",1,0
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902",1,0
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,"1115-70-4, 657-24-9",6050,2,0
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,"1115-70-4, 657-24-9",49077,2,0
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,"1115-70-4, 657-24-9",49829,2,0
METFORMIN#REPAGLINIDE,NOVO_NORDISK,PRANDIMET,"135062-02-1, 657-24-9",56555,2,1
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,1115-70-4,"6050, 49077, 49829",1,0
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,361442-04-8,"44417, 59100, 83956, 93902",1,0
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902",1,0
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,945667-22-1,44417,1,0
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,"1115-70-4, 657-24-9",6050,2,0
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,"361442-04-8, 945667-22-1",44417,2,0
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,"1115-70-4, 657-24-9",49077,2,0
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,"1115-70-4, 657-24-9",49829,2,0
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,"361442-04-8, 657-24-9",59100,2,1
METFORMIN#SAXAGLIPTIN,ASTRAZENECA,KOMBIGLYZE,"361442-04-8, 657-24-9",93902,2,1
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,1115-70-4,"6050, 49077, 49829",1,0
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,486460-32-6,"44499, 54657, 62169, 84869",1,0
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902",1,0
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,"1115-70-4, 657-24-9",6050,2,0
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,"1115-70-4, 657-24-9",49077,2,0
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,"1115-70-4, 657-24-9",49829,2,0
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,"486460-32-6, 657-24-9",54657,2,1
METHOTREXATE,PEDIAPHARM,RASUVO,59-05-2,"80048, 87545, 97421",1,0
METHYLNALTREXONE_BROMIDE,BAUSCH_HEALTH,RELISTOR,73232-52-7,"36230, 48178",1,0
METHYLPHENIDATE,JOHNSON_&_JOHNSON,CONCERTA,113-45-1,"12117, 14484, 23622, 44757, 70090, 79320, 84766, 85904, 91339, 97274",1,0
METHYLPREDNISOLONE,PFIZER,MEDROL,83-43-2,44599,1,0
METIROSINE,BAUSCH_HEALTH,DEMSER,672-87-7,66487,1,0
METOPROLOL,ARALEZ_PHARMACEUTI,TOPROL-XL,51384-51-1,"44302, 54363, 111900",1,0
MIBEFRADIL,ROCHE,POSICOR,116644-53-2,4261,1,0
MICAFUNGIN,ASTELLAS_PHARMA,MYCAMINE,235114-32-6,19462,1,0
MIDODRINE,SHIRE,PROAMATINE,42794-76-3,12538,1,0
MIDOSTAURIN,NOVARTIS,RYDAPT,120685-11-2,2764,1,0
MIFEPRISTONE,DANCO_LABORATORIES,MIFEPREX,84371-65-3,"3628, 43078",1,0
MIGLITOL,PFIZER,GLYSET,72432-03-2,3629,1,0
MILNACIPRAN,ALLERGAN,SAVELLA,92623-85-3,4858,1,0
MILRINONE,SANOFI,PRIMACOR,78415-72-2,10634,1,0
MILTEFOSINE,PROFOUNDA_INC.,IMPAVIDO,58066-85-6,6877,1,0
MIRABEGRON,ASTELLAS_PHARMA,BETANIS,223673-61-8,39730,1,0
MIRTAZAPINE,MERCK_&_CO,REMERON,85650-52-8,3634,1,0
MISOPROSTOL,PFIZER,CYTOTEC,59122-46-2,"5296, 5312, 17853",1,0
MITOXANTRONE,MERCK_KGAA,NOVANTRONE,65271-80-9,11519,1,0
MODAFINIL,TEVA,PROVIGIL,112111-43-0,48357,1,0
MODAFINIL,TEVA,PROVIGIL,68693-11-8,3645,1,0
MOEXIPRIL,UCB,UNIVASC,103775-10-6,3647,1,0
MOMETASONE,MERCK_&_CO,ASMANEX,105102-22-5,"13594, 55921, 61413",1,0
MONTELUKAST,MERCK_&_CO,SINGULAIR,158966-92-8,5326,1,0
MORACIZINE,SHIRE,ETHMOZINE,31883-05-3,3656,1,0
MORPHINE,ALLERGAN,KADIAN,57-27-2,"3657, 10777, 13468, 54244, 57467, 82520",1,0
MORPHINE#NALTREXONE,PFIZER,EMBEDA,16590-41-3,"30864, 54244, 55454, 68997",1,0
MORPHINE#NALTREXONE,PFIZER,EMBEDA,57-27-2,"3657, 10777, 13468, 54244, 57467, 82520",1,0
MORPHINE#NALTREXONE,PFIZER,EMBEDA,"16590-41-3, 57-27-2",54244,2,1
MOXIFLOXACIN,NOVARTIS,VIGAMOX,151096-09-2,"12978, 48941, 87173, 95157",1,0
MUPIROCIN,GLAXOSMITHKLINE,BACTROBAN,12650-69-0,3665,1,0
MYCOPHENOLATE_MOFETIL,ROCHE,CELLCEPT,128794-94-5,3669,1,0
MYCOPHENOLIC_ACID,NOVARTIS,MYFORTIC,24280-93-1,25880,1,0
NABILONE,MYLAN,CESAMET,51022-71-0,52780,1,0
NAFARELIN,PFIZER,SYNARELA,76932-56-4,7291,1,0
NAFTIFINE,SEBELA_PHARMACEUT,NAFTIN,65472-88-0,96073,1,0
NALDEMEDINE,SHIONOGI_SEIYAKU,SYMPROIC,916072-89-4,64057,1,0
NALOXEGOL,ASTRAZENECA,MOVANTIK,854601-70-0,57118,1,0
NALOXONE,ENDO_HEALTH_SOLUT.,NARCAN,465-65-6,"56687, 64940, 66004, 70447, 75322, 75426, 91856",1,0
NALTREXONE,ALKERMES,VIVITROL,16590-41-3,"30864, 54244, 55454, 68997",1,0
NAPROXEN,BAYER,ALEVE,22204-53-1,"12013, 17853, 31482, 55828",1,0
NAPROXEN#SUMATRIPTAN,PERNIX,TREXIMET,103628-46-2,"4491, 31482, 47759, 55707, 60691, 73740, 96279",1,0
NAPROXEN#SUMATRIPTAN,PERNIX,TREXIMET,22204-53-1,"12013, 17853, 31482, 55828",1,0
NAPROXEN#SUMATRIPTAN,PERNIX,TREXIMET,"103628-46-2, 22204-53-1",31482,2,1
NARATRIPTAN,GLAXOSMITHKLINE,NARAMIG,121679-13-8,3235,1,0
NATEGLINIDE,NOVARTIS,STARLIX,105816-04-4,2375,1,0
NEBIVOLOL,ALLERGAN,BYSTOLIC,118457-14-0,"3686, 75647",1,0
NEBIVOLOL#VALSARTAN,ALLERGAN,BYVALSON,118457-14-0,"3686, 75647",1,0
NEBIVOLOL#VALSARTAN,ALLERGAN,BYVALSON,137862-53-4,"2773, 16073, 54288, 54291, 58782, 70525, 75647, 99721",1,0
NEBIVOLOL#VALSARTAN,ALLERGAN,BYVALSON,"118457-14-0, 137862-53-4",75647,2,1
NEDOCROMIL,ALLERGAN,IRTAN,69049-73-6,"3689, 94514",1,0
NEFAZODONE,BRISTOL-MYERS_SQB.,SERZONE,82752-99-6,3690,1,0
NEFAZODONE,BRISTOL-MYERS_SQB.,SERZONE,83366-66-9,3690,1,0
NEFAZODONE,BRISTOL-MYERS_SQB.,SERZONE,"82752-99-6, 83366-66-9",3690,2,0
NELARABINE,NOVARTIS,ARRANON,121032-29-9,14643,1,0
NELFINAVIR,GLAXOSMITHKLINE,VIRACEPT,159989-64-7,8255,1,0
NEPAFENAC,NOVARTIS,NEVANAC,78281-72-8,27470,1,0
NERATINIB,PUMA_BIOTECHNOLOGY,NERLYNX,698387-09-6,50341,1,0
NETARSUDIL,AERIE_PHARMA,RHOPRESSA,1254032-66-0,"64678, 86590",1,0
NETUPITANT#PALONOSETRON,HELSINN_CORP,AKYNZEO,135729-61-2,"9754, 53584, 66796, 66798",1,0
NETUPITANT#PALONOSETRON,HELSINN_CORP,AKYNZEO,290297-26-6,"66796, 66798",1,0
NETUPITANT#PALONOSETRON,HELSINN_CORP,AKYNZEO,"135729-61-2, 290297-26-6",66796,2,1
NETUPITANT#PALONOSETRON,HELSINN_CORP,AKYNZEO,"135729-61-2, 290297-26-6",66798,2,1
NEVIRAPINE,BOEHRINGER_INGEL,VIRAMUNE,129618-40-2,3700,1,0
NICARDIPINE,CHIESI,CARDENE,55985-32-5,44600,1,0
NICOTINE,PFIZER,NIKOTUGG,54-11-5,"3703, 3704, 3705",1,0
NIFEDIPINE,PFIZER,PROCARDIA,21829-25-4,"6587, 13202, 13537, 28815, 47178, 100086",1,0
NILOTINIB,NOVARTIS,TASIGNA,641571-10-0,51388,1,0
NILUTAMIDE,CONCORDIA,NILANDRON,63612-50-0,9801,1,0
NIMODIPINE,BAYER,NIMOTOP,66085-59-4,"8013, 74401",1,0
NINTEDANIB,BOEHRINGER_INGEL,OFEV,656247-17-5,51160,1,0
NITAZOXANIDE,ROMARK_LABORATORIE,ALINIA,55981-09-4,11089,1,0
NITROGLYCERIN,ALLERGAN,RECTIV,55-63-0,"12363, 16917, 44399, 99765",1,0
NIZATIDINE,GLAXOSMITHKLINE,AXID,76963-41-2,44304,1,0
NORFLOXACIN,MERCK_&_CO,NOROXIN,70458-96-7,46892,1,0
OBETICHOLIC_ACID,INTERCEPT_PHARM,OCALIVA,459789-99-2,50963,1,0
OCTREOTIDE,NOVARTIS,SANDOSTATIN,83150-76-9,"3735, 78778, 93417",1,0
OFLOXACIN,ALLERGAN,EXOCINE,82419-36-1,"52139, 87027, 87028, 87029",1,0
OLANZAPINE,LILLY,ZYPREXA,132539-06-1,"3738, 39769, 61411",1,0
OLAPARIB,ASTRAZENECA,LYNPARZA,763113-22-0,16063,1,0
OLMESARTAN_MEDOXOMIL,DAIICHI_SANKYO,BENICAR,144689-63-4,8946,1,0
OLODATEROL,BOEHRINGER_INGEL,STRIVERDI RESPIMAT,868049-49-4,"57450, 61047",1,0
OLODATEROL#TIOTROPIUM_BROMIDE,BOEHRINGER_INGEL,STIOLTO RESPIMAT,136310-93-5,"8165, 61047",1,0
OLODATEROL#TIOTROPIUM_BROMIDE,BOEHRINGER_INGEL,STIOLTO RESPIMAT,868049-49-4,"57450, 61047",1,0
OLODATEROL#TIOTROPIUM_BROMIDE,BOEHRINGER_INGEL,STIOLTO RESPIMAT,"136310-93-5, 868049-49-4",61047,2,1
OLOPATADINE,NOVARTIS,PATANOL,113806-05-6,"49282, 54115",1,0
OLSALAZINE,MYLAN,DIPENTUM,15722-48-2,3741,1,0
OMACETAXINE_MEPESUCCINATE,TEVA,SYNRIBO,26833-87-4,36624,1,0
OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRAX,1216941-48-8,"81782, 100124",1,0
OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRAX,1258226-87-7,"81782, 100124",1,0
OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRAX,155213-67-5,"7310, 14681, 81782, 100124",1,0
OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRAX,"1216941-48-8, 1258226-87-7, 155213-67-5",81782,3,1
OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRAX,"1216941-48-8, 1258226-87-7, 155213-67-5",100124,3,1
