Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS,Compound/Substance
ANGIOTENSIN_2_(HUMAN),ANGIOTENSIN 2 (HUMAN),https://pubchem.ncbi.nlm.nih.gov/compound/3749,138402-11-6,,compound
ANIDULAFUNGIN,ANIDULAFUNGIN,https://pubchem.ncbi.nlm.nih.gov/compound/166548,166663-25-8,,compound
ANISINDIONE,ANISINDIONE,https://pubchem.ncbi.nlm.nih.gov/compound/2197,117-37-3,,compound
ANISTREPLASE,ANISTREPLASE,https://pubchem.ncbi.nlm.nih.gov/substance/7978711,,,substance
ANTACIDS,ANTACIDS,https://pubchem.ncbi.nlm.nih.gov/compound/10112,471-34-1,"114453-69-9, 137803-94-2, 146358-95-4, 166516-01-4, 172307-27-6, 180616-31-3, 39454-55-2, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 251358-28-8, 198352-33-9, 459411-10-0, 878759-26-3, 197809-38-4, 1312764-88-7, 1352815-51-0, 1437084-75-7, 148092-93-7, 1641572-50-0, 2222732-78-5, 1118543-25-1, 1883798-64-8, 1994316-62-9, 2390374-02-2, 2470702-35-1, 1118543-25-1, 114453-69-9, 1312764-88-7, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 1641572-50-0, 166516-01-4, 172307-27-6, 180616-31-3, 1883798-64-8, 197809-38-4, 198352-33-9, 1994316-62-9, 2222732-78-5, 2390374-02-2, 2470702-35-1, 251358-28-8, 2962051-70-1, 3018125-28-2, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 2358712-58-8, 2358714-65-3, 359415-48-8, 180616-31-3, 39454-55-2, 72608-12-9, 63660-97-9, 197809-38-4, 146358-95-4, 1437084-75-7, 114453-69-9, 878759-26-3, 1352815-51-0, 172307-27-6, 251358-28-8, 137803-94-2, 148092-93-7, 60083-79-6, 166516-01-4, 459411-10-0, 198352-33-9, 71060-88-3, 15187-75-4, 1317-65-3; 13397-26-7; 287389-46-2",compound
ANTAZOLINE,ANTAZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/2200,91-75-8,,compound
ANTHEMIS_NOBILIS,ANTHEMIS NOBILIS,https://pubchem.ncbi.nlm.nih.gov/substance/482037590,,,substance
ANTHOXANTHUM_ODORATUM,ANTHOXANTHUM ODORATUM,https://pubchem.ncbi.nlm.nih.gov/substance/483932145,,,substance
ANTI-ACNE_SOAP,ANTI-ACNE SOAP,https://pubchem.ncbi.nlm.nih.gov/compound/338,69-72-7,"7681-06-3, 8052-31-1, 1186130-36-8, 1186130-36-8, 7681-06-3, 8052-31-1, 8052-31-1, 1186130-36-8",compound
ANTI-PARASITIC,ANTI-PARASITIC,https://pubchem.ncbi.nlm.nih.gov/compound/138911340,,,compound
ANTI-PSORIASIS,ANTI-PSORIASIS,https://pubchem.ncbi.nlm.nih.gov/compound/338,69-72-7,"7681-06-3, 8052-31-1, 1186130-36-8, 1186130-36-8, 7681-06-3, 8052-31-1, 8052-31-1, 1186130-36-8",compound
ANTIFLATULENTS,ANTIFLATULENTS,https://pubmed.ncbi.nlm.nih.gov/21337584,,,MISSING
ANTIFUNGAL,ANTIFUNGAL,https://pubchem.ncbi.nlm.nih.gov/compound/8158,112-05-0,"2243464-06-2, 58253-02-4, 2304789-46-4",compound
ANTIHISTAMINES,ANTIHISTAMINES,https://pubchem.ncbi.nlm.nih.gov/compound/3100,58-73-1,2226543-89-9,compound
ANTIMONY,ANTIMONY,https://pubchem.ncbi.nlm.nih.gov/compound/14806,1314-13-2,"185461-95-4, 56592-00-8, 57206-86-7, 78590-82-6, 8011-84-5, 8047-36-7, 8047-69-6, 8050-42-8, 8051-03-4, 143477-34-3, 1035159-71-7, 1079737-05-5, 1158650-40-8, 1328870-15-0, 1352121-28-8, 1404365-15-6, 768390-32-5, 1227055-55-1, 1434578-69-4, 1449007-65-1, 1613512-66-5, 1621460-93-2, 1629869-94-8, 1799390-27-4, 1834590-43-0, 1928718-93-7, 2082751-40-2, 2111100-94-6, 1641546-65-7, 2251116-56-8, 2257421-96-6, 2377780-57-7, 2455522-12-8, 2530009-82-4, 2567725-07-7, 2606843-55-2, 91315-44-5, 2704650-42-8, 1035159-71-7, 1079737-05-5, 1158650-40-8, 1227055-55-1, 1328870-15-0, 1352121-28-8, 1404365-15-6, 1434578-69-4, 143477-34-3, 1449007-65-1, 1613512-66-5, 1621460-93-2, 1629869-94-8, 1641546-65-7, 1799390-27-4, 1834590-43-0, 185461-95-4, 1928718-93-7, 2082751-40-2, 2111100-94-6, 2251116-56-8, 2257421-96-6, 2377780-57-7, 2455522-12-8, 2530009-82-4, 2567725-07-7, 2606843-55-2, 2704650-42-8, 2892133-77-4, 56592-00-8, 57206-86-7, 768390-32-5, 8011-84-5, 8047-36-7, 8047-69-6, 8050-42-8, 8051-03-4, 91315-44-5",compound
ANTIMONY_SULPHURATED,ANTIMONY SULPHURATED,https://pubchem.ncbi.nlm.nih.gov/patent/MA-18478-A1,,,MISSING
ANTISEPTIC/DISINFECTANT_DEODORANTS,ANTISEPTIC/DISINFECTANT DEODORANTS,,,,MISSING
ANTISEPTIC/DISINFECTANT_SOLUTIONS_ANDDETERGENTS,ANTISEPTIC/DISINFECTANT SOLUTIONS ANDDETERGENTS,,,,MISSING
ANTITHROMBIN_ALFA,ANTITHROMBIN ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/486329172,,,substance
ANTITHROMBIN_III,ANTITHROMBIN III,https://pubchem.ncbi.nlm.nih.gov/substance/472422796,9000-94-6,,substance
APALUTAMIDE,APALUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/24872560,956104-40-8,1361232-32-7,compound
APHANIZOMENON_FLO_AQUAE,APHANIZOMENON FLO AQUAE,,,,MISSING
APIS_MELLIFICA,APIS MELLIFICA,https://pubchem.ncbi.nlm.nih.gov/substance/482042350,,,substance
APIUM_GRAVEOLENS,APIUM GRAVEOLENS,https://pubchem.ncbi.nlm.nih.gov/substance/482042289,,,substance
APIXABAN,APIXABAN,https://pubchem.ncbi.nlm.nih.gov/compound/10182969,503612-47-3,,compound
APLIGRAF,APLIGRAF,https://pubmed.ncbi.nlm.nih.gov/10925183,,,MISSING
APOAEQUORIN,APOAEQUORIN,https://pubchem.ncbi.nlm.nih.gov/substance/381128410,,,substance
APOMORPHINE,APOMORPHINE,https://pubchem.ncbi.nlm.nih.gov/compound/5288826,57-27-2,"8053-16-5, 85201-37-2, 47106-99-0, 863713-90-0, 1325730-46-8",compound
APPLE_VINEGAR,APPLE VINEGAR,https://pubchem.ncbi.nlm.nih.gov/compound/338,69-72-7,"7681-06-3, 8052-31-1, 1186130-36-8, 1186130-36-8, 7681-06-3, 8052-31-1, 8052-31-1, 1186130-36-8",compound
APRACLONIDINE,APRACLONIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2216,66711-21-5,,compound
APREMILAST,APREMILAST,https://pubchem.ncbi.nlm.nih.gov/compound/11561674,608141-41-9,666854-78-0,compound
APREPITANT,APREPITANT,https://pubchem.ncbi.nlm.nih.gov/compound/135413536,170729-80-3,221350-96-5,compound
APROTININ,APROTININ,https://pubchem.ncbi.nlm.nih.gov/compound/16130295,57285-09-3,"39283-52-8, 69431-34-1, 9004-04-0, 9039-77-4, 11005-72-4, 11132-77-7",compound
ARABINOGALACTAN,ARABINOGALACTAN,https://pubchem.ncbi.nlm.nih.gov/compound/24847856,9036-66-2,"113956-37-9, 37280-16-3, 98530-09-7",compound
ARACHIS_HYPOGAEA,ARACHIS HYPOGAEA,https://pubchem.ncbi.nlm.nih.gov/substance/482026021,,,substance
ARALIA_ELATA,ARALIA ELATA,https://pubchem.ncbi.nlm.nih.gov/compound/85263199,289649-54-3,,compound
ARALIA_RACEMOSA,ARALIA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/substance/483932548,,,substance
ARANEUS_DIADEMATUS,ARANEUS DIADEMATUS,https://pubchem.ncbi.nlm.nih.gov/substance/483931502,,,substance
ARCTIUM_LAPPA,ARCTIUM LAPPA,https://pubchem.ncbi.nlm.nih.gov/substance/482041675,,,substance
ARCTOSTAPHYLOS_UVA-URSI,ARCTOSTAPHYLOS UVA-URSI,https://pubchem.ncbi.nlm.nih.gov/substance/482041792,,,substance
ARDEPARIN_SODIUM,ARDEPARIN SODIUM,https://pubchem.ncbi.nlm.nih.gov/substance/481108213,,,substance
ARFORMOTEROL,ARFORMOTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/3083544,67346-49-0,"208102-40-3, 289657-27-8, 299964-45-7, 126587-85-7, 49861-99-6, 183814-29-1, 289657-27-8, 299964-45-7",compound
ARGANIA_SPINOSA,ARGANIA SPINOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482041767,,,substance
ARGATROBAN,ARGATROBAN,https://pubchem.ncbi.nlm.nih.gov/compound/92722,74863-84-6,,compound
ARGININE,ARGININE,https://pubchem.ncbi.nlm.nih.gov/compound/6322,74-79-3,"142-49-4, 7004-12-8, 667422-95-9, 1332377-47-5, 154605-63-7, 154605-67-1, 1332377-47-5, 142-49-4, 154605-63-7, 154605-67-1, 667422-95-9, 7004-12-8, 1332377-47-5, 667422-95-9, 7004-12-8, 154605-63-7, 142-49-4, 154605-67-1",compound
ARIPIPRAZOLE,ARIPIPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/60795,129722-12-9,,compound
ARIPIPRAZOLE_LAUROXIL,ARIPIPRAZOLE LAUROXIL,https://pubchem.ncbi.nlm.nih.gov/compound/60795,129722-12-9,,compound
ARMODAFINIL,ARMODAFINIL,https://pubchem.ncbi.nlm.nih.gov/compound/4236,68693-11-8,112111-49-6,compound
ARNICA_MONTANA,ARNICA MONTANA,https://pubchem.ncbi.nlm.nih.gov/substance/483930675,,,substance
ARSENIC,ARSENIC,https://pubchem.ncbi.nlm.nih.gov/compound/5359596,7440-38-2,"39277-51-5, 55624-62-9, 55624-62-9, 39277-51-5",compound
ARTEMETHER,ARTEMETHER,https://pubchem.ncbi.nlm.nih.gov/compound/68911,71963-77-4,159573-83-8,compound
ARTEMISIA_ABSINTHIUM,ARTEMISIA ABSINTHIUM,https://pubchem.ncbi.nlm.nih.gov/compound/442138,1362-42-1,,compound
ARTICAINE,ARTICAINE,https://pubchem.ncbi.nlm.nih.gov/compound/32170,23964-58-1,,compound
ARTIFICIAL_SWEETENERS,ARTIFICIAL SWEETENERS,https://pubchem.ncbi.nlm.nih.gov/compound/5235,7681-49-4,"39287-69-9, 59217-75-3, 67112-29-2, 2018280-11-8, 2018280-11-8, 39287-69-9, 59217-75-3, 67112-29-2, 67112-29-2, 59217-75-3",compound
ASCOPHYLLUM_NODOSUM,ASCOPHYLLUM NODOSUM,https://pubchem.ncbi.nlm.nih.gov/compound/92023653,,,compound
ASCORBIC_ACID,ASCORBIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/54670067,50-81-7,"129940-97-2, 14536-17-5, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 89924-69-6, 154170-90-8, 259133-78-3, 623158-95-2, 884381-69-5, 885512-24-3, 88845-26-5, 882690-91-7, 1018124-03-2, 1129294-89-8, 1428525-25-0, 1703051-92-6, 896436-13-8, 1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 2252244-20-3, 259133-78-3, 2635329-14-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 88845-26-5, 885512-24-3, 882690-91-7, 14536-17-5, 89924-69-6, 129940-97-2, 56172-55-5, 57304-74-2, 57606-40-3, 884381-69-5, 1428525-25-0, 50976-75-5, 259133-78-3, 56533-05-2, 30208-61-8, 1018124-03-2, 1703051-92-6, 154170-90-8",compound
ASENAPINE,ASENAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/9903970,65576-45-6,,compound
ASFOTASE_ALFA,ASFOTASE ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/481101517,,,substance
ASPALANTHUS_LINEARIS,ASPALANTHUS LINEARIS,,,,MISSING
ASPARAGINASE,ASPARAGINASE,https://pubchem.ncbi.nlm.nih.gov/compound/436058,9015-68-3,,compound
ASPARAGUS_RACEMOSUS,ASPARAGUS RACEMOSUS,https://pubchem.ncbi.nlm.nih.gov/substance/482041609,,,substance
ASPARTAME,ASPARTAME,https://pubchem.ncbi.nlm.nih.gov/compound/134601,22839-47-0,"53906-69-7, 7421-84-3, 172964-81-7, 172964-81-7, 53906-69-7, 7421-84-3, 7421-84-3, 53906-69-7",compound
ASPARTIC_ACID,ASPARTIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5960,56-84-8,"181119-33-5, 6899-03-2, 2139279-07-3, 181119-34-6, 221628-95-1, 26834-87-7, 155436-59-2, 155436-61-6, 155436-63-8, 155436-65-0, 90819-17-3, 1236300-18-7, 1393950-57-6, 1436923-03-3, 2197132-19-5, 181119-33-5, 2139279-07-3, 6899-03-2, 874742-68-4, 1236300-18-7, 1393950-57-6, 1436923-03-3, 155436-59-2, 155436-61-6, 155436-63-8, 155436-65-0, 181119-34-6, 2197132-19-5, 221628-95-1, 26834-87-7, 90819-17-3, 181119-33-5",compound
ASTAXANTHIN,ASTAXANTHIN,https://pubchem.ncbi.nlm.nih.gov/compound/5281224,472-61-7,,compound
ASTEMIZOLE,ASTEMIZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2247,68844-77-9,,compound
ASTRAGALUS,ASTRAGALUS,https://pubchem.ncbi.nlm.nih.gov/compound/5281708,486-66-8,,compound
ATAZANAVIR,ATAZANAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/148192,198904-31-3,,compound
ATENOLOL,ATENOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/2249,29122-68-7,"60966-51-0, 106020-65-9",compound
ATEZOLIZUMAB,ATEZOLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/469690927,,,substance
ATOMOXETINE,ATOMOXETINE,,,,MISSING
ATORVASTATIN,ATORVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/60823,134523-00-5,,compound
ATOVAQUONE,ATOVAQUONE,https://pubchem.ncbi.nlm.nih.gov/compound/74989,94015-53-9,,compound
ATRACURIUM_BESILATE,ATRACURIUM BESILATE,https://pubchem.ncbi.nlm.nih.gov/compound/47320,64228-81-5,,compound
ATROPA_BELLADONNA,ATROPA BELLADONNA,https://pubchem.ncbi.nlm.nih.gov/substance/483924624,,,substance
ATROPINE,ATROPINE,https://pubchem.ncbi.nlm.nih.gov/compound/174174,51-55-8,"78597-12-3, 1445960-43-9, 1445960-43-9, 78597-12-3",compound
ATTAPULGITE,ATTAPULGITE,https://pubchem.ncbi.nlm.nih.gov/compound/155491311,12174-11-7,,compound
AURANOFIN,AURANOFIN,https://pubchem.ncbi.nlm.nih.gov/compound/16667669,34031-32-8,,compound
AURANTIIN,AURANTIIN,https://pubchem.ncbi.nlm.nih.gov/compound/442428,10236-47-2,"11032-31-8, 17784-35-9, 30174-44-8, 30552-25-1, 38664-96-9, 10236-69-8, 109010-50-6, 1675240-74-0, 10236-69-8, 109010-50-6, 11032-31-8, 1675240-74-0, 17784-35-9, 30174-44-8, 30552-25-1, 38664-96-9, 11032-31-8, 109010-50-6, 30552-25-1, 10236-69-8, 17784-35-9, 30174-44-8",compound
AUROTHIOGLUCOSE,AUROTHIOGLUCOSE,https://pubchem.ncbi.nlm.nih.gov/compound/454937,12192-57-3,,compound
AUROTHIOMALIC_ACID,AUROTHIOMALIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/422786,33796-26-8,,compound
AVANAFIL,AVANAFIL,https://pubchem.ncbi.nlm.nih.gov/compound/9869929,330784-47-9,"330785-17-6, 647841-09-6",compound
AVATROMBOPAG,AVATROMBOPAG,https://pubchem.ncbi.nlm.nih.gov/compound/9852519,570406-98-3,,compound
AVELUMAB,AVELUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101526,,,substance
AVENA_SATIVA,AVENA SATIVA,https://pubchem.ncbi.nlm.nih.gov/substance/483933479,,,substance
AVIBACTAM,AVIBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/24944097,396731-20-7,,compound
AVOBENZONE,AVOBENZONE,https://pubchem.ncbi.nlm.nih.gov/compound/51040,70356-09-1,"87075-14-7, 185160-18-3, 112725-59-4, 112725-59-4, 185160-18-3, 87075-14-7, 112725-59-4, 185160-18-3",compound
AXITINIB,AXITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/6450551,319460-85-0,790713-39-2,compound
AZACITIDINE,AZACITIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/9444,320-67-2,,compound
AZADIRACHTA_INDICA,AZADIRACHTA INDICA,https://pubchem.ncbi.nlm.nih.gov/compound/12313376,25990-37-8,,compound
AZATADINE,AZATADINE,https://pubchem.ncbi.nlm.nih.gov/compound/19861,3964-81-6,,compound
AZATHIOPRINE,AZATHIOPRINE,https://pubchem.ncbi.nlm.nih.gov/compound/667490,50-44-2,"5759-99-9, 5818-33-7, 5818-60-0, 39454-94-9, 5818-33-7, 5818-60-0, 39454-94-9, 111079-50-6, 5759-99-9",compound
AZELAIC_ACID,AZELAIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/2266,123-99-9,"1219811-33-2, 32733-99-6",compound
AZELASTINE,AZELASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/2267,58581-89-8,153483-42-2,compound
AZILSARTAN_MEDOXOMIL,AZILSARTAN MEDOXOMIL,https://pubchem.ncbi.nlm.nih.gov/compound/135409642,863031-21-4,,compound
AZITHROMYCIN,AZITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/447043,83905-01-5,"104491-80-7, 142556-82-9, 142556-82-9",compound
AZTREONAM,AZTREONAM,https://pubchem.ncbi.nlm.nih.gov/compound/5742832,78110-38-0,,compound
B>-SITOSTEROL,B>-SITOSTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/222284,83-46-5,"15764-35-9, 182512-23-8, 76772-70-8, 8003-23-4",compound
BABY_CREAMS,BABY CREAMS,https://pubmed.ncbi.nlm.nih.gov/17309372,,,MISSING
BABY_LOTION,BABY LOTION,https://pubchem.ncbi.nlm.nih.gov/compound/702,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6",compound
BABY_POWDER_(TALC),BABY POWDER (TALC),https://pubmed.ncbi.nlm.nih.gov/860156,,,MISSING
BABY_SHAMPOOS,BABY SHAMPOOS,https://pubchem.ncbi.nlm.nih.gov/compound/5362487,7704-34-9,"1251749-91-3, 12673-82-4, 12684-31-0, 12767-24-7, 1819329-88-8, 56449-52-6, 56591-09-4, 56645-30-8, 57035-13-9, 63705-05-5, 7782-45-8, 8050-82-6, 81032-32-8, 97124-07-7, 56591-09-4, 57035-13-9, 12684-31-0, 63705-05-5, 97124-07-7, 56645-30-8, 12767-24-7, 8050-82-6, 56449-52-6, 81032-32-8, 7782-45-8, 7704-34-9",compound
BABY_SOAPS,BABY SOAPS,https://pubmed.ncbi.nlm.nih.gov/20487658,,,MISSING
BACILLUS_COAGULANS,BACILLUS COAGULANS,https://pubchem.ncbi.nlm.nih.gov/substance/483933602,,,substance
BACITRACIN,BACITRACIN,https://pubchem.ncbi.nlm.nih.gov/compound/10909430,1405-87-4,"12640-37-8, 1405-75-0, 60454-67-3",compound
BACLOFEN,BACLOFEN,https://pubchem.ncbi.nlm.nih.gov/compound/2284,1134-47-0,,compound
BACOPA_MONIERI,BACOPA MONIERI,https://pubmed.ncbi.nlm.nih.gov/29142420,,,MISSING
BALOXAVIR_MARBOXIL,BALOXAVIR MARBOXIL,https://pubchem.ncbi.nlm.nih.gov/compound/124081896,1985606-14-1,,compound
BALSALAZIDE,BALSALAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/54585,80573-04-2,,compound
BAMBUSA,BAMBUSA,https://pubchem.ncbi.nlm.nih.gov/substance/482040735,,,substance
BANDAGES,BANDAGES,https://pubchem.ncbi.nlm.nih.gov/bioassay/370922,,,MISSING
BARBITAL,BARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/2294,57-44-3,"145630-92-8, 53527-29-0, 6599-82-2",compound
BARICITINIB,BARICITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/44205240,1187594-09-7,"1231199-29-3, 1374987-77-5",compound
BARIUM,BARIUM,https://pubchem.ncbi.nlm.nih.gov/compound/24414,7727-43-7,"12751-32-5, 8054-35-1, 1314087-22-3, 1352053-72-5, 1400694-37-2, 2095567-47-6, 12751-32-5, 1314087-22-3, 1352053-72-5, 1400694-37-2, 2095567-47-6, 8054-35-1, 2095567-47-6, 1352053-72-5, 1314087-22-3, 1400694-37-2, 8054-35-1, 29203-54-1, 13462-86-7",compound
BAROSMA_BETULINA,BAROSMA BETULINA,https://pubchem.ncbi.nlm.nih.gov/substance/482043156,,,substance
BASILIXIMAB,BASILIXIMAB,https://pubchem.ncbi.nlm.nih.gov/substance/440790690,,,substance
BATH_OIL,BATH OIL,https://pubchem.ncbi.nlm.nih.gov/substance/482028861,,,substance
BAZEDOXIFENE,BAZEDOXIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/154257,198481-32-2,,compound
BECAPLERMIN,BECAPLERMIN,https://pubchem.ncbi.nlm.nih.gov/substance/481101532,,,substance
BECLOMETASONE,BECLOMETASONE,https://pubchem.ncbi.nlm.nih.gov/compound/21700,5534-09-8,34135-07-4,compound
BEDAQUILINE,BEDAQUILINE,https://pubchem.ncbi.nlm.nih.gov/compound/5388906,843663-66-1,,compound
BELATACEPT,BELATACEPT,https://pubchem.ncbi.nlm.nih.gov/substance/481101534,,,substance
BELIMUMAB,BELIMUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101535,,,substance
BELINOSTAT,BELINOSTAT,https://pubchem.ncbi.nlm.nih.gov/compound/6918638,866323-14-0,,compound
BELLIS,BELLIS,https://pubchem.ncbi.nlm.nih.gov/substance/482040247,,,substance
BENAZEPRIL,BENAZEPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/5362124,86541-75-5,,compound
BENDAMUSTINE,BENDAMUSTINE,https://pubchem.ncbi.nlm.nih.gov/compound/65628,16506-27-7,,compound
BENDROFLUMETHIAZIDE,BENDROFLUMETHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2315,73-48-3,96782-79-5,compound
BENRALIZUMAB,BENRALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101536,,,substance
BENTONITE,BENTONITE,https://pubchem.ncbi.nlm.nih.gov/compound/56841936,1332-58-7,"12198-85-5, 12199-11-0, 190086-05-6, 39406-22-9, 52624-41-6, 95077-05-7, 849104-81-0, 290817-34-4, 903527-69-5, 1026990-70-4, 384842-32-4, 90803-81-9, 944250-63-9, 1227491-10-2, 862272-04-6, 1227491-11-3, 2489793-92-0, 395075-09-9, 1026990-70-4, 107029-18-5, 12198-85-5, 12199-11-0, 1227491-10-2, 1227491-11-3, 190086-05-6, 2345616-52-4, 2489793-92-0, 290817-34-4, 384842-32-4, 39406-22-9, 395075-09-9, 52624-41-6, 849104-81-0, 862272-04-6, 903527-69-5, 90803-81-9, 944250-63-9, 95077-05-7",compound
BENTOQUATAM,BENTOQUATAM,https://pubchem.ncbi.nlm.nih.gov/compound/517273,1302-78-9,"10043-07-9, 11004-12-9, 115628-71-2, 12198-92-4, 12199-69-8, 135945-01-6, 37320-72-2, 52623-66-2, 850872-77-4, 1291095-98-1, 2169996-08-9, 868047-51-2, 2480040-72-8, 1549927-09-4",compound
BENZALKONIUM_CHLORIDE,BENZALKONIUM CHLORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/244,100-51-6,"1336-27-2, 185532-71-2, 2263936-23-6, 2565578-76-7, 185532-71-2",compound
BENZATROPINE,BENZATROPINE,https://pubchem.ncbi.nlm.nih.gov/compound/1201549,86-13-5,,compound
BENZETHONIUM_CHLORIDE,BENZETHONIUM CHLORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/8478,121-54-0,"39362-38-4, 324034-09-5, 324034-09-5, 39362-38-4, 39362-38-4",compound
BENZOCAINE,BENZOCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/2337,94-09-7,"71123-91-6, 1865741-16-7, 1865741-16-7, 71123-91-6, 207464-10-6, 50935-35-8, 57972-02-8",compound
BENZOIC_ACID,BENZOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/243,65-85-0,"8013-63-6, 331473-08-6, 2244876-11-5, 2244876-11-5, 331473-08-6, 8013-63-6, 8013-63-6",compound
BENZONATATE,BENZONATATE,https://pubchem.ncbi.nlm.nih.gov/compound/7699,104-31-4,,compound
BENZOPHENONE,BENZOPHENONE,https://pubchem.ncbi.nlm.nih.gov/compound/3102,119-61-9,"852361-03-6, 1711678-21-5, 445389-89-9, 1711678-21-5, 445389-89-9, 852361-03-6",compound
BENZOXIQUINE,BENZOXIQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/6855,86-75-9,,compound
BENZOYL_PEROXIDE,BENZOYL PEROXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/243,65-85-0,"8013-63-6, 331473-08-6, 2244876-11-5, 2244876-11-5, 331473-08-6, 8013-63-6, 8013-63-6",compound
BENZPHETAMINE,BENZPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/6267,70-47-3,"32640-57-6, 328-41-6, 7006-34-0, 328-41-6, 32640-57-6, 7006-34-0",compound
BENZYL_ALCOHOL,BENZYL ALCOHOL,https://pubchem.ncbi.nlm.nih.gov/compound/2345,120-51-4,,compound
BENZYL_BENZOATE,BENZYL BENZOATE,https://pubchem.ncbi.nlm.nih.gov/compound/2345,120-51-4,,compound
BEPOTASTINE,BEPOTASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/164521,190786-44-8,,compound
BEPRIDIL,BEPRIDIL,https://pubchem.ncbi.nlm.nih.gov/compound/2351,64706-54-3,,compound
BERACTANT,BERACTANT,https://pubchem.ncbi.nlm.nih.gov/substance/481101538,,,substance
BERBERIS_VULGARIS,BERBERIS VULGARIS,https://pubchem.ncbi.nlm.nih.gov/substance/483933991,,,substance
BESIFLOXACIN,BESIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/10178705,141388-76-3,,compound
BETACAROTENE,BETACAROTENE,https://pubchem.ncbi.nlm.nih.gov/compound/5280489,7235-40-7,"116-32-5, 31797-85-0, 2321332-51-6, 116-32-5, 2321332-51-6, 2519474-91-8, 31797-85-0, 116-32-5",compound
BETAHISTINE,BETAHISTINE,https://pubchem.ncbi.nlm.nih.gov/compound/2366,5638-76-6,,compound
BETAINE,BETAINE,https://pubchem.ncbi.nlm.nih.gov/compound/247,107-43-7,"11042-12-9, 24980-93-6, 45631-77-4, 590-30-7, 24980-93-6, 45631-77-4, 590-30-7, 11042-12-9",compound
BETAMETHASONE,BETAMETHASONE,https://pubchem.ncbi.nlm.nih.gov/compound/5743,50-02-2,"137098-19-2, 8054-59-9, 906422-84-2, 1050677-47-8, 906362-70-7, 1050677-47-8, 137098-19-2, 8054-59-9, 906362-70-7, 906422-84-2, 8054-59-9, 137098-19-2, 1050677-47-8, 906422-84-2",compound
BETAXOLOL,BETAXOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/2369,63659-18-7,,compound
BETA_VULGARIS,BETA VULGARIS,https://pubchem.ncbi.nlm.nih.gov/substance/482039857,,,substance
BETHANECHOL,BETHANECHOL,https://pubchem.ncbi.nlm.nih.gov/compound/11548,590-63-6,21293-39-0,compound
