,CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
73,155206-00-1,https://drugs.ncats.io/drug/QXS94885MZ,US Approved Rx 2015,ANDA203991,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203991,US Previously Marketed 2001,LUMIGAN by ABBVIE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021275,Ocular hypertension; Open-angle glaucoma,Approved; Approved
74,606143-89-9,https://drugs.ncats.io/drug/181R97MR71,US Approved Rx 2018,NDA210498,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210498,US Approved Rx 2018,NDA210498,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210498,BRAF V600E-mutant metastatic colorectal cancer; Metastatic or unresectable cutaneous melanoma,Phase III; Approved
75,153-18-4,https://drugs.ncats.io/drug/5G06TVY3R7,US Previously Marketed 1921,rutin,https://catalog.hathitrust.org/Record/100163146,US Previously Marketed 1921,rutin,https://catalog.hathitrust.org/Record/100163146,Osteoarthritis; Open-angle glaucoma; Postmastectomy lymphoedema of the arm,Approved; Phase II; Approved
76,58-85-5,https://drugs.ncats.io/drug/6SO6U10H04,US Approved Rx 2000,NDA021163,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021163,US Previously Marketed 1947,BEROCCA PN by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071,Vitamin deficiency; Biotin deficiency,Approved; Approved
77,514-65-8,https://drugs.ncats.io/drug/0FRP6G56LD,US Previously Marketed 1959,AKINETON by ABBVIE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012003,US Previously Marketed 1959,AKINETON by ABBVIE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012003,Idiopathic Parkinson's disease; Postencephalitic parkinsonism; Arteriosclerotic parkinsonism,Approved; Approved; Approved
78,603-50-9,https://drugs.ncats.io/drug/10X0709Y6I,US Previously Marketed 1958,Dulcolax by Geigy,DeHaen 1940-1975 NMEs,US Previously Marketed 1958,Dulcolax by Geigy,DeHaen 1940-1975 NMEs,Constipation,Withdrawn
79,7440-69-9,https://drugs.ncats.io/drug/U015TT5I8H,US Previously Marketed 1921,Bismuth Magma U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Bismuth Magma U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,,
80,66722-44-9,https://drugs.ncats.io/drug/Y41JS2NL6U,US Approved Rx 2024,ANDA217617,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217617,US Previously Marketed 1992,ZEBETA by TEVA WOMENS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019982,Hypertension,Approved
81,30392-40-6,https://drugs.ncats.io/drug/9KY0QXD6LI,US Previously Marketed 1992,TORNALATE by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019548,US Previously Marketed 1984,TORNALATE by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018770,Asthma; Chronic obstructive pulmonary disease,Approved; Approved
82,128270-60-0,https://drugs.ncats.io/drug/TN9BEX005G,US Approved Rx 2019,NDA211215,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211215,US Approved Rx 2000,NDA020873,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020873,unstable angina,Approved
83,11056-06-7,https://drugs.ncats.io/drug/40S1VHN69B,US Approved Rx 2001,ANDA065042,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065042,US Previously Marketed 1973,BLENOXANE by BRISTOL MYERS SQUIBB,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050443,"Squamous cell carcinoma, cervix; Malignant pleural effusion; Squamous cell carcinoma, vulva; Non-Hodgkin's lymphoma; Squamous cell carcinoma, penis; Embryonal cell, choriocarcinoma; Head and neck squamous cell carcinoma; Hodgkin's lymphoma; Teratocarcinoma; Hodgkin's lymphoma; Non-Hodgkin's lymphoma; Malignant pleural effusion; Testicular cancer; Squamous cell carcinoma",Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved
84,853426-35-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
85,394730-60-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
86,10043-35-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
87,179324-69-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
88,147536-97-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
89,380843-75-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
90,173740-48-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
91,914088-09-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
92,59-41-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
93,913611-97-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
94,1197953-54-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,633-03-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
96,59803-98-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,138890-62-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,357336-20-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
99,108333-82-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100,35531-88-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101,839712-12-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102,78-44-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
103,9000-11-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104,154-93-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105,8015-86-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
106,305-84-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107,7235-40-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108,11103-57-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109,51781-06-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
110,72956-09-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
111,8024-48-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
112,9000-71-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
113,162808-62-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
114,606138-08-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
115,53994-73-3,https://drugs.ncats.io/drug/3Z6FS3IK0K,US Approved Rx 2002,ANDA065058,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065058,US Previously Marketed 1979,CEFACLOR by CEPH INTL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=062205,Pharyngitis; Lower respiratory tract infections; Otitis media; Skin and skin structure infections; Urinary tract infections; Tonsillitis,Approved; Approved; Approved; Approved; Approved; Approved
116,50370-12-2,https://drugs.ncats.io/drug/Q525PA8JJB,US Approved Rx 2007,ANDA065352,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065352,US Previously Marketed 1978,Duracef by Mead Johnson,OB NME Appendix 1950-1985,Bacterial infections,Approved
117,15686-71-2,https://drugs.ncats.io/drug/5SFF1W6677,US Approved Rx 2005,ANDA065253,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065253,US Previously Marketed 1971,KEFLEX by PRAGMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050405,Bacterial Infections,Approved
118,34444-01-4,https://drugs.ncats.io/drug/5CKP8C2LLI,US Previously Marketed 1978,MANDOL by LILLY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050504,US Previously Marketed 1978,MANDOL by LILLY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050504,,
119,21593-23-7,https://drugs.ncats.io/drug/89B59H32VN,,,,,,,Bacterial infections,Approved
120,25953-19-9,https://drugs.ncats.io/drug/IHS69L0Y4T,US Approved Rx 1988,ANDA062831,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=062831,US Previously Marketed 1973,ANCEF by GLAXOSMITHKLINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050461,Genital Infections; Urinary tract infections; Respiratory tract infections; Sepsis,Approved; Approved; Approved; Approved
121,91832-40-5,https://drugs.ncats.io/drug/CI0FAO63WC,US Approved Rx 2007,ANDA065473,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065473,US Previously Marketed 1997,OMNICEF by ABBVIE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050749,Acute maxillary sinusitis; Uncomplicated skin and skin-structure infections; Tonsillitis; Pharyngitis; Acute exacerbations of chronic bronchitis; Community-acquired pneumonia,Approved; Approved; Approved; Approved; Approved; Approved
122,117467-28-4,https://drugs.ncats.io/drug/78THA212DH,US Previously Marketed 2001,SPECTRACEF by VANSEN PHARMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021222,US Previously Marketed 2001,SPECTRACEF by VANSEN PHARMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021222,Pharyngitis; Community-acquired pneumonia; Tonsillitis; Uncomplicated skin and skin-structure infections; Acute bacterial exacerbation of chronic bronchitis,Approved; Approved; Approved; Approved; Approved
123,88040-23-7,https://drugs.ncats.io/drug/807PW4VQE3,US Approved Rx 2020,ANDA212721,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212721,US Previously Marketed 1996,MAXIPIME by HOSPIRA INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050679,Pneumonia; Complicated intra-abdominal infections; Urinary tract infections; Febrile neutropenia; Uncomplicated skin and skin-structure infections,Approved; Approved; Approved; Approved; Approved
124,79350-37-1,https://drugs.ncats.io/drug/XZ7BG04GJX,US Approved Rx 2013,NDA202091,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202091,Possibly Marketed Outside US 1986,ANDA065355,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d0fd45bd-7d52-4fa6-a5f7-f46d5651ffa2,Otitis media; Pharyngitis; Gonorrhea; Chronic bronchitis; Urinary tract infections,Approved; Approved; Approved; Approved; Approved
125,56796-20-4,https://drugs.ncats.io/drug/3J962UJT8H,US Previously Marketed 1989,ZEFAZONE by PHARMACIA AND UPJOHN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050637,US Previously Marketed 1989,ZEFAZONE by PHARMACIA AND UPJOHN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050637,Intra-abdominal infections; Respiratory tract infections; Urinary tract infections; Gynecologic infections; Skin and soft tissue infections,Approved; Approved; Approved; Approved; Approved
126,61270-58-4,https://drugs.ncats.io/drug/6532B86WFG,US Previously Marketed 1984,MONOCID by GLAXOSMITHKLINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050579,US Previously Marketed 1984,MONOCID by GLAXOSMITHKLINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050579,Bacterial infections,Approved
127,62893-19-0,https://drugs.ncats.io/drug/7U75I1278D,US Previously Marketed 1982,CEFOBID by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050551,US Previously Marketed 1982,CEFOBID by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050551,Sepsis; Urinary tract infections; Peritonitis and other intra-abdominal infections; Skin and skin structure infections; Pelvic inflammatory disease; Respiratory tract infections,Approved; Approved; Approved; Approved; Approved; Approved
128,63527-52-6,https://drugs.ncats.io/drug/N2GI8B1GK7,US Previously Marketed 2010,CEFOTAXIME SODIUM by CEPHAZONE PHARMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065348,US Previously Marketed 1981,CLAFORAN by STERIMAX,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050547,Lower respiratory tract infections; Urinary tract infections; Uncomplicated gonorrhea; Intra-abdominal infections; Central nervous system infections; Bone and joint infections; Skin and skin structure infections; Gynecologic infections; Sepsis,Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved
129,69712-56-7,https://drugs.ncats.io/drug/48SPP0PA9Q,US Approved Rx 2007,ANDA065374,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065374,US Previously Marketed 1985,CEFOTAN by PAI HOLDINGS PHARM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050588,Urinary tract infections; Intra-abdominal infections; Skin and skin structure infections; Bone and joint infections; Lower respiratory tract infections; Gynecologic infections,Approved; Approved; Approved; Approved; Approved; Approved
130,35607-66-0,https://drugs.ncats.io/drug/6OEV9DX57Y,US Approved Rx 2009,ANDA065414,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065414,US Previously Marketed 1978,MEFOXIN by MYLAN INSTITUTIONAL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050517,Lower respiratory tract infections; Peritonitis; Urinary tract infections,Approved; Approved; Approved
131,87239-81-4,https://drugs.ncats.io/drug/2TB00A1Z7N,US Approved Rx 2007,ANDA065388,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065388,US Previously Marketed 1992,BANAN by SANKYO,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050687,"Acute bacterial exacerbation of chronic bronchitis; Acute, uncomplicated urethral and cervical gonorrhea; Acute maxillary sinusitis; Uncomplicated skin and skin-structure infections; Cystitis; Acute, uncomplicated ano-rectal infections in women; Community-acquired pneumonia; Tonsillitis; Pharyngitis; Acute otitis media",Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved
132,92676-86-3,https://drugs.ncats.io/drug/S1SDI2FJIY,Possibly Marketed Outside US ,Apo-cefprozil by Apotex Corporation [Canada],https://www.drugbank.ca/drugs/DB01150,,,,Unknown,
133,38821-53-3,https://drugs.ncats.io/drug/9YA6SX5S4D,US Previously Marketed 1977,VELOSEF by APOTHECON,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=061976,US Previously Marketed 1974,ANSPOR by GLAXOSMITHKLINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=061859,Respiratory tract infections; Skin and skin structure infections; Urinary tract infections; Otitis media,Approved; Approved; Approved; Approved
134,229016-73-3,https://drugs.ncats.io/drug/7P6FQA5D21,US Approved Rx 2010,NDA200327,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200327,US Approved Rx 2010,NDA200327,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200327,Acute bacterial skin and skin structure infection; Community-acquired bacterial pneumonia,Approved; Approved
135,72558-82-8,https://drugs.ncats.io/drug/DZR1ENT301,US Approved Rx 1986,ANDA062662,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=062662,US Previously Marketed 1985,FORTAZ by PAI HOLDINGS PHARM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050578,Urinary tract infections; Skin and skin structure infections; Lower respiratory tract infections; Cystic fibrosis,Approved; Approved; Approved; Phase IV
136,97519-39-6,https://drugs.ncats.io/drug/IW71N46B4Y,US Previously Marketed 1995,Cedax,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50685,US Previously Marketed 1995,Cedax,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50685,Acute bacterial otitis media; Acute bacterial exacerbation of chronic bronchitis; Pharyngitis; Tonsillitis,Approved; Approved; Approved; Approved
137,68401-81-0,https://drugs.ncats.io/drug/C43C467DPE,US Previously Marketed 1983,CEFIZOX by ASTELLAS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050560,US Previously Marketed 1983,CEFIZOX by ASTELLAS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050560,Meningitis caused by Haemophilus influenzae; Urinary tract infections; Lower respiratory tract infections; Gonorrhea; Pelvic inflammatory disease,Approved; Approved; Approved; Approved; Approved
138,689293-68-3,https://drugs.ncats.io/drug/37A4IES95Q,US Approved Rx 2014,NDA206829,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206829,US Approved Rx 2014,NDA206829,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206829,Pyelonephritis; Intra-abdominal infections,Approved; Approved
139,7773-52-6,https://drugs.ncats.io/drug/CUB7JI0JV3,US Previously Marketed 1941,Ceepryn by Merrell,DeHaen 1940-1975 NMEs,US Previously Marketed 1941,Ceepryn by Merrell,DeHaen 1940-1975 NMEs,Gingivitis; Dental plaque,Approved; Approved
140,107233-08-9,https://drugs.ncats.io/drug/K9V0CDQ56E,US Approved Rx 2023,ANDA215056,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215056,US Approved Rx 2000,NDA020989,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020989,Sjogren's syndrome,Approved
141,16291-96-6,https://drugs.ncats.io/drug/bb1e7d07,,,,,,,,
142,12141-46-7,https://drugs.ncats.io/drug/T1FAD4SS2M,US Previously Marketed 1921,sodium aluminosilicate,https://catalog.hathitrust.org/Record/100163146,US Previously Marketed 1921,sodium aluminosilicate,https://catalog.hathitrust.org/Record/100163146,Hypertension,Approved
143,15686-51-8,https://drugs.ncats.io/drug/95QN29S1ID,,,,,,,Allergic rhinitis; Urticaria,Approved; Approved
144,167221-71-8,https://drugs.ncats.io/drug/19O2GP3B7Q,US Approved Rx 2008,NDA022156,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022156,US Approved Rx 2008,NDA022156,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022156,Hypertension,Approved
145,7020-55-5,https://drugs.ncats.io/drug/BO76JF850N,US Approved Rx 2022,ANDA215453,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215453,US Previously Marketed 1956,QUARZAN by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010355,Acute enterocolitis; Irritable bowel syndrome; Intestinal spasm; Peptic ulcer,Approved; Approved; Approved; Approved
146,18323-44-9,https://drugs.ncats.io/drug/3U02EL437C,US Approved Rx 2012,ANDA090979,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090979,US Approved Rx 1970,NDA050162,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050162,Serious skin infections; Infections of the female pelvis; Serious respiratory tract infections; Intra-abdominal infections; Infections of the genital tract; Serious soft tissue infections; Sepsis; Acne vulgaris; Lower respiratory tract infections; Gynecological infections; Skin and skin structure infections; Sepsis; Bone and joint infections; Intra-abdominal infections,Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved
