,CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
69,55-98-1,https://drugs.ncats.io/drug/G1LN9045DK,US Approved Rx 1999,NDA020954,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020954,US Previously Marketed 1954,Myleran by Burroughs Wellcome,OB NME Appendix 1950-1985,Chronic myeloid leukemia,Approved
70,97-59-6,https://drugs.ncats.io/drug/344S277G0Z,US Approved OTC ,21 CFR 346.20(a) anorectal:keratolytic alcloxa,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-20.xml,US Previously Marketed 1961,ALLANTOMIDE ALLANTOIN by NATIONAL DRUG,https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf,Chaffing; Functional dyspepsia; Gastritis; Duodenal ulcer; Gastric ulcer,Not Provided; Preclinical; Approved; Approved; Approved
71,315-30-0,https://drugs.ncats.io/drug/63CZ7GJN5I,US Approved Rx 2007,ANDA078253,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078253,US Approved Rx 1966,NDA016084,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016084,Lymphoma; Gout; Leukemia,Approved; Approved; Approved
72,57-06-7,https://drugs.ncats.io/drug/BN34FX42G3,US Previously Marketed ,21 CFR 310.545(a)(6)(ii)(A) cough/cold:nasal decongestant allyl isothiocyanate,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml,,,,,
73,154323-57-6,https://drugs.ncats.io/drug/1O4XL5SN61,US Approved Rx 2015,ANDA205171,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205171,US Previously Marketed 2001,AXERT by JANSSEN PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021001,Migraine,Approved
74,1415-73-2,https://drugs.ncats.io/drug/648RW354S9,,,,,,,Non-small cell lung cancer; Myocardial ischemia-reperfusion injury; Ventricular arrhythmia,Preclinical; Preclinical; Preclinical
75,850649-61-5,https://drugs.ncats.io/drug/JHC049LO86,US Approved Rx 2013,NDA203414,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203414,US Approved Rx 2013,NDA203414,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203414,Type 2 diabetes mellitus,Approved
76,122852-42-0,https://drugs.ncats.io/drug/13Z9HTH115,US Approved Rx 2019,ANDA209180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209180,US Approved Rx 2000,NDA021107,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021107,Irritable bowel syndrome,Approved
77,7493-95-0,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
78,9005-82-7,https://drugs.ncats.io/drug/7TDQ74Y18L,US Previously Marketed 1961,"SOLUSPONGE CONE AMYLOSE, UNSPECIFIED SOURCE by PANRAY",https://www.govinfo.gov/content/pkg/FR-1971-05-22/pdf/FR-1971-05-22.pdf,US Previously Marketed 1921,"amylose, unspecified source",https://catalog.hathitrust.org/Record/100163146,,
79,7488-99-5,https://drugs.ncats.io/drug/45XWE1Z69V,,,,,,,Lewis lung carcinoma,Preclinical
80,28981-97-7,https://drugs.ncats.io/drug/YU55MQ3IZY,US Approved Rx 2010,ANDA090248,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090248,US Approved Rx 1981,NDA018276,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018276,Panic disorder; Anxiety,Approved; Approved
81,745-65-3,https://drugs.ncats.io/drug/F5TD010360,US Approved Rx 1996,NDA020700,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020700,US Approved Rx 1981,NDA018484,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018484,Peripheral vascular disorders; congenital heart defects,Phase III; Approved
82,105857-23-6,https://drugs.ncats.io/drug/1RXS4UE564,US Approved Rx 1987,BLA103172,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103172,US Approved Rx 1987,BLA103172,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103172,,
83,645-05-6,https://drugs.ncats.io/drug/Q8BIH59O7H,US Previously Marketed 1990,HEXALEN by EISAI INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019926,US Previously Marketed 1990,HEXALEN by EISAI INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019926,"Ovarian cancer, persistent or recurrent",Approved
84,7429-90-5,https://drugs.ncats.io/drug/CPD4NFA903,US Previously Marketed 1921,Solution of Aluminum Acetico-Tartrate N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Solution of Aluminum Acetico-Tartrate N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,,
85,110070-78-5,https://drugs.ncats.io/drug/A585MN1H2L,Possibly Marketed Outside US ,Canada:SODIUM BENTONITE,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 1946,M006,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=90f80e35-095d-88f9-8ea3-0fd54f1e916c,"Allergy due to ivy, oak and sumac",Approved
86,156053-89-3,https://drugs.ncats.io/drug/Q153V49P3Z,US Approved Rx 2023,ANDA216843,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216843,US Previously Marketed 2008,ENTEREG by CUBIST PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021775,Postoperative ileus,Approved
87,768-94-5,https://drugs.ncats.io/drug/BF4C9Z1J53,US Approved Rx 2018,NDA209410,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209410,US Previously Marketed 1966,SYMMETREL by ENDO PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016020,Influenza A virus infection; Parkinson's disease,Approved; Approved
88,7648-98-8,https://drugs.ncats.io/drug/L16PUN799N,US Previously Marketed 1956,MYTELASE by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010155,US Previously Marketed 1956,MYTELASE by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010155,Myasthenia gravis,Approved
89,177036-94-1,https://drugs.ncats.io/drug/HW6NV07QEC,US Approved Rx 2022,ANDA210701,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210701,US Approved Rx 2007,NDA022081,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022081,Pulmonary arterial hypertension,Approved
90,51022-69-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
91,90-84-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
92,300-62-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
93,20537-88-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
94,37517-28-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,2609-46-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
96,2097132-02-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,90-45-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,60-32-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
99,125-84-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100,106-60-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101,317-34-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102,504-29-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
103,65-49-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104,1951-25-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105,50-48-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
106,68302-57-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107,88150-42-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108,7664-41-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109,14798-03-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
110,57-43-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
111,14028-44-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
112,26787-78-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
113,300-62-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
114,1397-89-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
115,69-53-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
116,161814-49-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
117,60719-84-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
118,463-04-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
119,60-29-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
120,68475-42-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
121,143090-92-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
122,120511-73-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
123,1262449-58-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
124,482-27-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
125,138402-11-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126,166663-25-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127,117-37-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
128,471-34-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129,91-75-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130,977007-26-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
131,69-72-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132,69-72-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133,112-05-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
134,58-73-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135,7440-36-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136,9000-94-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137,956104-40-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138,503612-47-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139,58-00-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
140,69-72-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
141,66711-21-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
142,608141-41-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
143,170729-80-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
144,9087-70-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
145,9036-66-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
146,91745-67-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
147,9041-08-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
148,67346-49-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
149,74863-84-6,https://drugs.ncats.io/drug/OCY3U280Y3,US Approved Rx 2021,NDA212035,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212035,US Previously Marketed 2000,ARGATROBAN by SANDOZ,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020883,Heparin-induced thrombocytopenia; Thrombosis,Approved; Approved
150,74-79-3,https://drugs.ncats.io/drug/94ZLA3W45F,US Approved Rx 1973,NDA016931,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016931,US Previously Marketed 1957,Argivine by Gray,DeHaen 1940-1975 NMEs,Gigantism; Acromegaly; Pituitary dwarfism; Panhypopituitarism; Type 2 diabetes mellitus; Hypertension; Preeclampsia,Approved; Approved; Approved; Approved; Phase III; Phase III; Phase III
151,129722-12-9,https://drugs.ncats.io/drug/82VFR53I78,US Approved Rx 2016,ANDA206383,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206383,US Approved Rx 2002,NDA021436,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021436,Major depressive disorder; Autism; Bipolar I disorder; Schizophrenia; Tourette's syndrome; Agitation associated with schizophrenia or bipolar mania,Approved; Approved; Approved; Approved; Approved; Approved
152,1259305-29-7,https://drugs.ncats.io/drug/B786J7A343,US Approved Rx 2016,ANDA206383,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206383,US Approved Rx 2002,NDA021436,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021436,Major depressive disorder; Autism; Bipolar I disorder; Schizophrenia; Tourette's syndrome; Agitation associated with schizophrenia or bipolar mania,Approved; Approved; Approved; Approved; Approved; Approved
153,112111-43-0,https://drugs.ncats.io/drug/V63XWA605I,US Approved Rx 2012,ANDA200043,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200043,US Approved Rx 1998,NDA020717,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020717,Obstructive sleep apnea; Narcolepsy; Sleep disorder,Approved; Approved; Approved
154,7440-38-2,https://drugs.ncats.io/drug/N712M78A8G,US Previously Marketed 1921,"Stronger Pills of Iron, Quinine, Strychnine, and Arsenic N.F.",https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,"Stronger Pills of Iron, Quinine, Strychnine, and Arsenic N.F.",https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,,
155,71963-77-4,https://drugs.ncats.io/drug/C7D6T3H22J,US Approved Rx 2009,NDA022268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022268,US Approved Rx 2009,NDA022268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022268,,
156,1362-42-1,https://drugs.ncats.io/drug/OE5992O64P,,,,,,,Acute lung injury,Preclinical
157,23964-58-1,https://drugs.ncats.io/drug/D3SQ406G9X,US Approved Rx 2006,NDA022010,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022010,US Approved Rx 2000,NDA020971,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020971,Pain,Approved
158,7681-49-4,https://drugs.ncats.io/drug/8ZYQ1474W7,US Approved OTC ,21 CFR 355.10(c)(1)(ii) anticaries:dentifrices stannous fluoride,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec355-10.xml,US Previously Marketed 1921,Calcium Oxide U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Dental caries; Unknown,Approved
159,84775-78-0,https://drugs.ncats.io/drug/c9e81cc9,,,,,,,,
160,50-81-7,https://drugs.ncats.io/drug/PQ6CK8PD0R,US Approved Rx 2018,NDA209381,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209381,US Previously Marketed 1947,BEROCCA PN by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071,Scurvy; Vitamin C deficiency,Approved; Approved
161,65576-45-6,https://drugs.ncats.io/drug/JKZ19V908O,US Approved Rx 2009,NDA022117,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22117,US Approved Rx 2009,NDA022117,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22117,Bipolar I disorder (manic or mixed episodes); Schizophrenia,Approved; Approved
162,1174277-80-5,https://drugs.ncats.io/drug/Z633861EIM,US Approved Rx 2015,BLA125513,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125513,US Approved Rx 2015,BLA125513,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125513,,
163,9015-68-3,https://drugs.ncats.io/drug/D733ET3F9O,US Approved Rx 2021,BLA761179,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761179,US Previously Marketed 2011,Erwinaze,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125359,,
164,22839-47-0,https://drugs.ncats.io/drug/Z0H242BBR1,Possibly Marketed Outside US ,CFR:21 CFR 201.21,https://ginas.ncats.nih.gov/ginas/app/substance/Z0H242BBR1,Possibly Marketed Outside US 2001,21 CFR 334,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7655c03-8a47-4349-940c-f51c876ebeef,Osteoarthritis; Sickle cell anemia; sweetener,Preclinical; Not Provided; Approved
165,56-84-8,https://drugs.ncats.io/drug/30KYC7MIAI,US Previously Marketed 1961,Spartase by Wyeth,DeHaen 1940-1975 NMEs,US Previously Marketed 1921,potassium aspartate,https://catalog.hathitrust.org/Record/100163146,Opiate abstinence syndrome; Neonatal jaundice; Unknown,Natural Metabolite; Natural Metabolite
166,472-61-7,https://drugs.ncats.io/drug/8XPW32PR7I,Possibly Marketed Outside US ,Astaxanthin by Josun International Limited,https://www.drugbank.ca/drugs/DB06543,Possibly Marketed Outside US 2010,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5996f9b2-18c1-4c8f-a0ab-eca180db61ad,Aging; Genitourinary cancer; Neurological disorders,Not Provided; Basic research; Basic research
167,68844-77-9,https://drugs.ncats.io/drug/7HU6337315,US Previously Marketed 1988,Hismanal by Janssen,OB NME Appendix 1950-1993,US Previously Marketed 1988,Hismanal by Janssen,OB NME Appendix 1950-1993,Seasonal allergic rhinitis; Chronic idiopathic urticaria,Withdrawn; Withdrawn
168,486-66-8,https://drugs.ncats.io/drug/6287WC5J2L,Clinical 2011,NCT01556737: Not Applicable Interventional Completed Postmenopause,https://clinicaltrials.gov/ct2/show/NCT01556737,,,,Unknown,
169,198904-31-3,https://drugs.ncats.io/drug/QZU4H47A3S,US Approved Rx 2020,ANDA209717,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209717,US Approved Rx 2003,NDA021567,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021567,HIV-1 infection,Approved
170,29122-68-7,https://drugs.ncats.io/drug/50VV3VW0TI,US Approved Rx 2005,ANDA076900,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076900,US Approved Rx 1981,NDA018240,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018240,Hypertension; Angina pectoris; Acute myocardial infarction,Approved; Approved; Approved
171,1380723-44-3,https://drugs.ncats.io/drug/52CMI0WC3Y,US Approved Rx 2016,BLA761034,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761034,US Approved Rx 2016,BLA761034,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761034,,
172,83015-26-3,https://drugs.ncats.io/drug/ASW034S0B8,US Approved Rx 2002,NDA021411,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021411,US Approved Rx 2002,NDA021411,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021411,Attention deficit hyperactivity disorder,Approved
173,134523-00-5,https://drugs.ncats.io/drug/A0JWA85V8F,US Approved Rx 2023,ANDA214344,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214344,US Approved Rx 1996,NDA020702,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020702,Cardiovascular diseases; Hyperlipidemia,Approved; Approved
174,94015-53-9,https://drugs.ncats.io/drug/ODU3ZAZ94J,US Approved Rx 2023,NDA216386,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216386,US Approved Rx 2023,NDA216386,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216386,,
175,64228-81-5,https://drugs.ncats.io/drug/40AX66P76P,US Approved Rx 1997,ANDA074900,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074900,US Previously Marketed 1983,TRACRIUM PRESERVATIVE FREE by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018831,Skeletal muscle relaxation,Approved
176,8007-93-0,https://drugs.ncats.io/drug/2ec3b2a1,,,,,,,,
177,51-55-8,https://drugs.ncats.io/drug/7C0697DR9I,US Approved Rx 2001,NDA021146,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021146,US Previously Marketed 1921,Atropine U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Bradyasystolic cardiac arrest; Muscarinic mushroom poisoning; Increased salivary flow; Vagus nerve activation; Organophosphorus poisoning,Approved; Approved; Approved; Approved; Approved
178,12174-11-7,https://drugs.ncats.io/drug/U6V729APAM,US Previously Marketed 1962,QUINTESS-N ATTAPULGITE by LILLY,https://cdn.loc.gov/service/ll/fedreg/fr035/fr035128/fr035128.pdf,US Previously Marketed 1962,QUINTESS-N ATTAPULGITE by LILLY,https://cdn.loc.gov/service/ll/fedreg/fr035/fr035128/fr035128.pdf,,
