CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases,
97-78-9,https://drugs.ncats.io/drug/LIJ19P3L6F,Possibly Marketed Outside US 1993,M006,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03d4c298-8f44-41f7-b086-96ae836152bb,US Approved Rx 1989,NDA050600,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7480256-8b32-419a-8983-e2c413040dba,Moderate to severe scalp psoriasis,Approved,
525-79-1,https://drugs.ncats.io/drug/P39Y9652YJ,Possibly Marketed Outside US 2021,Obagi Professional-C Peptide Complex by Obagi Cosmeceuticals LLC,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53023b16-8d64-4dfc-bc75-b4f248425c4d,US Approved Rx 2013,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5222ba81-bb97-4f0a-a465-f61c0b1d28a4,Alzheimer�s disease; Cutaneous photoaging; Cancer,Preclinical; Phase IV; Basic research,
51022-71-0,https://drugs.ncats.io/drug/2N4O9L084N,US Approved Rx 1985,NDA018677,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018677,US Approved Rx 1985,NDA018677,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018677,Nausea and vomiting,Approved,
42924-53-8,https://drugs.ncats.io/drug/LW0TIW155Z,US Approved Rx 2008,ANDA078671,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078671,US Approved Rx 1991,RELAFEN by SMITHKLINE BEECHAM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019583,Osteoarthritis; Rheumatoid arthritis,Approved; Approved,
53-84-9,https://drugs.ncats.io/drug/0U46U6E8UK,Possibly Marketed Outside US,"Bonogen hair care shampoo by Bonogen Co., Ltd",https://www.drugbank.ca/drugs/DB14128,US Approved Rx 2010,"Bonogenhair care shampoo by Bonogen Co., Ltd",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fb0c4f47-299c-4305-9a24-720d3917f89e,Chronic fatigue syndrome; Parkinson's disease,Approved; Phase I,
220045-89-6,https://drugs.ncats.io/drug/FEN504330V,US Approved Rx 1993,ANDA074172,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074172,US Approved Rx 1979,NDA018063,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018063,Angina pectoris; Hypertension,Approved; Approved ,
76932-56-4,https://drugs.ncats.io/drug/1X0094V6JV,US Approved Rx 1990,NDA019886,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019886,US Approved Rx 1993,NDA019886,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019886,Central precocious puberty; Endometriosis,Approved; Approved ,
147-52-4,https://drugs.ncats.io/drug/4CNZ27M7RV,US Approved Rx 2012,ANDA090580,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090580,US Approved Rx 1964,Unipen by Wyeth,https://drugs.ncats.io/DeHaen%201940-1975%20NMEs,Stafillococcal infection,Approved,
65472-88-0,https://drugs.ncats.io/drug/4FB1TON47A,US Approved Rx 1988,NDA019599,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019599,US Approved Rx 1988,NDA019599,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019599,Tinea pedis; Tinea corporis,Approved; Approved ,
20594-83-6,https://drugs.ncats.io/drug/L2T84IQI2K,US Approved Rx 1989,ANDA070915,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070915,US Approved Rx 1964,Negram by Winthrop Sterling,https://drugs.ncats.io/OB%20NME%20Appendix%201950-1985,Pain; Pruritus,Approved; Approved ,
916072-89-4,https://drugs.ncats.io/drug/03KSI6WLXH,US Approved Rx 2017,NDA208854,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208854,US Approved Rx 2017,NDA208854,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208854,Opioid-induced constipation; opioid-induced constipation,Approved; Approved ,
389-08-2,https://drugs.ncats.io/drug/3B91HWA56M,US Previously Marketed 1986,NALIDIXIC ACID by SUN PHARM INDUSTRIES,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070272,US Approved Rx 1964,NEGGRAM by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014214,Urinary tract infections,Approved,
55096-26-9,https://drugs.ncats.io/drug/TOV02TDP9I,US Approved Rx 2022,ANDA212955,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212955,US Approved Rx 1995,REVEX by HIKMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020459,Alcoholism,Approved,
854601-70-0,https://drugs.ncats.io/drug/44T7335BKE,US Approved Rx 2014,NDA204760,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204760,US Approved Rx 2014,NDA204760,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204760,Opioid-induced constipation,Approved,
465-65-6,https://drugs.ncats.io/drug/36B82AMQ7N,US Approved Rx 2017,ANDA207634,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207634,US Approved Rx 1971,NARCAN by ADAPT,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016636,Opioid dependence; Constipation; Respiratory depression,Approved; Approved; Approved,
16590-41-3,https://drugs.ncats.io/drug/5S6W795CQM,US Approved Rx 2014,NDA200063,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200063,US Approved Rx 1984,REVIA by TEVA WOMENS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018932,Alcohol addiction; Opioid dependence,Approved; Approved ,
434-22-0,https://drugs.ncats.io/drug/6PG9VR430D,US Previously Marketed 1983,NANDROLONE PHENPROPIONATE by WATSON LABS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=086386,US Approved Rx 1959,DURABOLIN by ORGANON USA INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011891,Anemia of renal insufficiency,Approved,
835-31-4,https://drugs.ncats.io/drug/H231GF11BV,US Approved OTC,21 CFR 349.18(b) ophthalmic:vasoconstrictor naphazoline hydrochloride,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec349-18.xml,US Approved Rx 1942,21 CFR 349.18(b) ophthalmic:vasoconstrictor naphazoline hydrochloride,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec349-18.xml,Eye redness,Approved,
67-20-9,https://drugs.ncats.io/drug/927AH8112L,US Approved Rx 2017,ANDA205005,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205005,US Approved Rx 1953,NDA009175,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009175,Urinary tract infections,Approved,
99-43-4,https://drugs.ncats.io/drug/AXQ0JYM303,US Approved Rx 2020,NDA211039,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211039,US Approved Rx 1953,Dorsacaine HCl by Smith-Dorsey,https://drugs.ncats.io/OB%20NME%20Appendix%201950-1993,Pain,Approved,
53608-75-6,https://drugs.ncats.io/drug/FQ3DRG0N5K,US Approved Rx 2009,BLA022210,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022210,US Approved Rx 1921,Pancreatin U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,,,
7280-37-7,,,,,,,,,,
1951-03-06,,,,,,,,,,
7491-74-9,https://drugs.ncats.io/drug/ZH516LNZ10,Possibly Marketed Outside US,UK NHS:Piracetam,https://tripod.nih.gov/npc/#Download,,,,Cognitive disorders; Myoclonus of cortical origin; Vaso-occlusive crises in sickle cell anemia,Approved; Approved; Approved,
38677-81-5,https://drugs.ncats.io/drug/OG645J8RVW,US Previously Marketed 1986,MAXAIR by BAUSCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019009,US Previously Marketed 1986,MAXAIR by BAUSCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019009,Asthma,Approved,
53179-13-8,https://drugs.ncats.io/drug/D7NLD2JX7U,US Approved Rx 2017,NDA208780,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208780,US Approved Rx 2014,NDA022535,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022535,Idiopathic pulmonary fibrosis,,
50650-76-5,https://drugs.ncats.io/drug/R49EFA73Q7,Possibly Marketed Outside US 2001,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51f0e5c5-e2be-4be6-bf09-4b8da2758664,US Approved Rx 2001,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51f0e5c5-e2be-4be6-bf09-4b8da2758664,Dandruff; Myeloma,Not provided; Preclinical ,
36322-90-4,https://drugs.ncats.io/drug/13T4O6VMAM,US Approved Rx 2016,ANDA207938,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207938,US Approved Rx 2009,NDA018147,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018147,Osteoarthritis; Rheumatoid arthritis,Approved; Approved ,
147511-69-1,https://drugs.ncats.io/drug/M5681Q5F9P,US Approved Rx 2023,ANDA206047,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206047,US Approved Rx 2009,NDA022363,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022363,Primary hyperlipidemia; Mixed dyslipidemia,Approved; Approved ,
62354-43-2,https://drugs.ncats.io/drug/LYO9XZ250J,US Approved Rx 2018,NDA210303,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210303,US Approved Rx 2018,NDA210303,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210303,"Urinary tract infections, complicated",Approved,
1154757-24-0,https://drugs.ncats.io/drug/LYO9XZ250J,US Approved Rx 2018,NDA210303,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210303,US Approved Rx 2018,NDA210303,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210303,"Urinary tract infections, complicated",Approved,
467426-54-6,https://drugs.ncats.io/drug/7IK8Z952OK,US Approved Rx 2017,NDA208745,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208745,US Approved Rx 2017,NDA208745,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208745,Chronic idiopathic constipation,Approved,
110078-46-1,https://drugs.ncats.io/drug/S915P5499N,US Approved Rx 2023,ANDA211901,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211901,US Approved Rx 2008,NDA022311,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022311,Non-Hodgkin's lymphoma; Multiple myeloma,Approved; Approved ,
18378-89-7,https://drugs.ncats.io/drug/NIJ123W41V,US Previously Marketed 1970,MITHRACIN by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050109,US Approved Rx 1970,MITHRACIN by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050109,Testicular cancer; Hypercalcemia or hypercalciuria,Approved; Approved ,
518-28-5,https://drugs.ncats.io/drug/L36H50F353,US Approved Rx 2002,ANDA075600,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075600,US Approved Rx 1990,NDA019795,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019795,External genital warts (Condyloma acuminatum),Approved,
9000-55-9,https://drugs.ncats.io/drug/16902YVY2B,US Previously Marketed,21 CFR 310.545(a)(12)(iv)(A) laxative:stimulant laxative podophyllum resin (podophyllin),https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml,US Approved Rx 1990,Podocon 25 by Bryant Ranch Prepack,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a13345b7-c42b-4459-b0ff-03cf91e46b7d,Condylomata acuminata,Approved,
71-23-8,https://drugs.ncats.io/drug/96F264O9SV,Possibly Marketed Outside US,part333E,https://www.drugbank.ca/drugs/DB03175,US Approved Rx 2006,21 CFR 333E,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ec12f4d-6cb7-4154-8cf3-02d4bb8a6d9c,,,
3055-99-0,,,,,,,,,,
171228-49-2,https://drugs.ncats.io/drug/6TK1G07BHZ,US Approved Rx 2020,ANDA208773,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208773,US Approved Rx 2006,NDA022003,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022003,Candida infections; Aspergillus infections; Oropharyngeal candidiasis,Approved; Approved; Approved,
7440-09-07,,,,,,,,,,
7722-64-7,https://drugs.ncats.io/drug/00OT1QX5U4,US Previously Marketed 1921,Potassium Permanganate U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Potassium Permanganate U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,,,
9003-39-8,https://drugs.ncats.io/drug/FZ989GH94E,US Approved OTC,21 CFR 349.12(f) ophthalmic:demulcents povidone,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec349-12.xml,US Approved Rx 1961,SALPIX POVIDONE by ORTHO,https://www.govinfo.gov/content/pkg/FR-1971-06-18/pdf/FR-1971-06-18.pdf#page=1,,,
25655-41-8,https://drugs.ncats.io/drug/85H0HZU99M,US Approved OTC,21 CFR 333.210(d) antifungal povidone-iodine,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec333-210.xml,First marketed in 1921,Iodine U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,antiseptic,Approved,
146464-95-1,https://drugs.ncats.io/drug/A8Q8I19Q20,US Approved Rx 2009,NDA022468,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022468,US Approved Rx 2009,NDA022468,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022468,Peripheral T-cell lymphoma (relapsed or refractory),Approved,
6735-59-7,https://drugs.ncats.io/drug/P7MU9UTP52,US Previously Marketed 1964,NDA014134,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014134,US Approved Rx 1964,NDA014134,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014134,Organophosphate poisoning,Approved,
104632-26-0,https://drugs.ncats.io/drug/83619PEU5T,US Approved Rx 2021,ANDA212797,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212797,US Approved Rx 1997,MIRAPEX by BOEHRINGER INGELHEIM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020667,Idiopathic Parkinson's disease; Restless legs syndrome,Approved; Approved ,
151126-32-8,https://drugs.ncats.io/drug/D3FM8FA78T,US Approved Rx 2005,NDA021332,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021332,US Approved Rx 2005,NDA021332,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021332,Type 1 diabetes,Approved,
140-65-8,https://drugs.ncats.io/drug/068X84E056,US Approved OTC,21 CFR 346.10(g) anorectal:local anesthetic pramoxine hydrochloride,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml,US Approved Rx 1953,Tronothane by Abbott,https://drugs.ncats.io/OB%20NME%20Appendix%201950-1985,Dermatoses,Approved,
53-43-0,https://drugs.ncats.io/drug/459AG36T1B,US Approved Rx 2016,NDA208470,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208470,US Approved Rx 2014,"Prasterone by Health Science Funding, LLC",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d509cc4f-d92f-4216-a117-16b467a29126,Dyspareunia,Approved,
150322-43-3,https://drugs.ncats.io/drug/34K66TBT99,US Approved Rx 2009,NDA022307,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22307,US Approved Rx 2009,NDA022307,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22307,Cardiovascular diseases,Approved,
60-87-7,https://drugs.ncats.io/drug/FF28EJQ494,US Approved Rx 1982,ANDA087953,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=087953,US Approved Rx 1951,PHENERGAN by DELCOR ASSET CORP,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007935,Perennial allergic rhinitis; Seasonal allergic rhinitis; Allergic conjunctivitis; Nausea and vomiting; Motion sickness,Approved; Approved; Approved; Approved; Approved,
54063-53-5,https://drugs.ncats.io/drug/68IQX3T69U,US Approved Rx 2019,ANDA210339,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210339,US Approved Rx 1989,RYTHMOL by GLAXOSMITHKLINE LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019151,Atrial fibrillation; Ventricular arrhythmia ,Approved; Approved ,
74-98-6,https://drugs.ncats.io/drug/T75W9911L6,Possibly Marketed Outside US 2011,21 CFR 333A,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5846f414-8329-4034-b99f-92721bdb3d14,US Approved Rx 1974,M,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=21668731-8b8a-404f-80ab-962a0a9d5f63,,,
298-50-0,https://drugs.ncats.io/drug/1306V2B0Q8,US Previously Marketed 1982,PROPANTHELINE BROMIDE by HEATHER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=085780,US Approved Rx 1953,PRO-BANTHINE by SHIRE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008732,Peptic ulcer; Overactive bladder; Urinary calculus,Approved; Approved; Phase IV,
8003-34-7,https://drugs.ncats.io/drug/ZUM06L90GV#general,US Approved OTC,21 CFR 358.610 pediculicide pyrethrum extract,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-610.xml,First marketed in 1921,Pyrethrum U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,,,
8063-17-0,https://drugs.ncats.io/drug/H192N84N1G,US Previously Marketed 1982,RAUWOLFIA SERPENTINA by TABLICAPS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083444,US Approved Rx 1953,Rauwiloid by Riker,https://drugs.ncats.io/DeHaen%201940-1975%20NMEs,,,
1211441-98-3,https://drugs.ncats.io/drug/TK8ERE8P56,US Approved Rx 2017,NDA209935,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209935,US Approved Rx 2017,NDA209935,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209935,(HER2)-negative advanced or metastatic breast cancer; Breast cancer,,Approved; Phase III
83-88-5,https://drugs.ncats.io/drug/TLM2976OFR,US Approved Rx 2001,NDA021265,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021265,US Approved Rx 1953,M.V.I.-12 ADULT by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008809,Progressive keratoconus; Corneal ectasia,Approved; Approved,
10257-32-6,https://drugs.ncats.io/drug/681HV46001,Possibly Marketed Outside US 2011,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d5805b6c-30a4-4df4-9ef0-46e1e2868b4e,US Approved Rx 2011,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d5805b6c-30a4-4df4-9ef0-46e1e2868b4e,Heart failure; Fibromyalgia; Fatigue,Phase II; Phase II; Phase II,
141-22-0,https://drugs.ncats.io/drug/I2D0F69854,US Previously Marketed 1921,21 CFR 347,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d75c073d-04d5-465f-bab8-0db0945e568a,US Approved Rx 2009,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=92ca04d5-6f41-4f06-bd17-6747199ab018,Inflammation,Basic research,
